,age,workclass,fnlwgt,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,income
19961000,24,Private,174373,12,Married-civ-spouse,Husband,White,Male,0,1820,40,0
19961001,38,Private,174373,12,Married-civ-spouse,Husband,White,Female,0,0,40,0
19961002,70,Private,187891,7,Married-civ-spouse,Husband,White,Male,58013,1827,40,1
19961003,77,Private,187891,7,Married-civ-spouse,Husband,White,Male,84876,0,40,1
19961004,17,Private,53611,8,Never-married,Husband,White,Female,42922,0,6,1
19961005,17,Private,53611,8,Never-married,Own-child,White,Female,14037,0,6,1
19961006,33,State-gov,291494,8,Married-civ-spouse,Wife,White,Male,0,0,50,0
19961007,33,State-gov,291494,16,Married-civ-spouse,Not-in-family,White,Male,0,0,32,0
19961008,57,Private,254534,10,Married-civ-spouse,Husband,White,Male,0,0,65,1
19961009,62,Private,254534,12,Married-civ-spouse,Husband,White,Male,95398,0,40,1
19961010,56,Private,175878,10,Never-married,Not-in-family,White,Male,31819,0,40,1
19961011,34,State-gov,175878,10,Never-married,Not-in-family,White,Male,68384,0,40,1
19961012,23,Self-emp-inc,202284,13,Never-married,Own-child,White,Male,51368,0,20,1
19961013,23,Private,202284,13,Never-married,Own-child,White,Male,78148,0,20,1
19961014,24,Private,137591,10,Divorced,Own-child,White,Male,31157,0,10,1
19961015,24,Private,137591,10,Never-married,Own-child,White,Male,55870,2164,10,0
19961016,31,Local-gov,295589,10,Never-married,Other-relative,Black,Male,41604,0,40,1
19961017,31,Local-gov,295589,10,Married-civ-spouse,Own-child,Black,Male,23850,0,40,1
19961018,53,Private,68684,13,Married-civ-spouse,Husband,White,Male,0,0,40,1
19961019,53,Self-emp-inc,68684,9,Married-civ-spouse,Husband,White,Male,0,71,40,1
19961020,73,Private,159007,13,Divorced,Other-relative,White,Female,8538,0,12,1
19961021,73,Private,159007,13,Separated,Other-relative,White,Female,54352,0,12,1
19961022,30,Private,200246,11,Never-married,Not-in-family,White,Male,0,2848,40,1
19961023,30,Private,200246,11,Never-married,Not-in-family,White,Male,12485,0,40,1
19961024,35,Private,283305,13,Never-married,Not-in-family,White,Female,0,3652,52,1
19961025,28,Private,283305,13,Never-married,Not-in-family,White,Female,41832,0,40,1
19961026,20,Private,471452,10,Never-married,Own-child,White,Male,90707,0,78,1
19961027,20,Private,471452,10,Never-married,Own-child,Asian-Pac-Islander,Male,57370,0,30,1
19961028,52,State-gov,109600,14,Divorced,Unmarried,White,Female,4787,651,44,0
19961029,52,State-gov,109600,14,Married-civ-spouse,Unmarried,White,Male,4787,0,44,0
19961030,53,Private,277772,9,Divorced,Unmarried,Black,Female,90109,0,40,1
19961031,53,Private,277772,9,Divorced,Unmarried,White,Female,19860,0,40,1
19961032,35,Private,219902,9,Separated,Unmarried,Black,Female,54130,0,48,1
19961033,35,Private,219902,9,Separated,Unmarried,Black,Female,29643,0,48,1
19961034,51,Private,231919,7,Married-civ-spouse,Husband,White,Male,78773,0,45,1
19961035,51,Private,231919,7,Married-civ-spouse,Husband,White,Male,31726,0,45,1
19961036,64,Private,183513,9,Never-married,Not-in-family,White,Female,46321,0,25,1
19961037,87,Private,183513,9,Never-married,Not-in-family,White,Female,22219,0,25,1
19961038,19,Private,112780,10,Never-married,Own-child,White,Female,45371,0,20,1
19961039,19,Private,112780,10,Never-married,Own-child,White,Female,63802,0,20,1
19961040,26,Private,142506,13,Never-married,Unmarried,Black,Female,30508,0,35,1
19961041,26,Private,142506,13,Never-married,Unmarried,Black,Female,22806,2516,35,1
19961042,19,Self-emp-inc,201743,10,Never-married,Own-child,White,Female,56388,0,26,1
19961043,19,Private,201743,10,Never-married,Not-in-family,White,Female,81238,0,26,1
19961044,27,Private,188941,10,Married-civ-spouse,Husband,White,Male,69480,0,40,1
19961045,27,Private,188941,10,Married-civ-spouse,Husband,Black,Male,99504,0,40,1
19961046,60,Private,225883,10,Widowed,Unmarried,Asian-Pac-Islander,Female,8395,0,27,1
19961047,60,Private,225883,10,Widowed,Unmarried,White,Female,30882,0,27,1
19961048,41,Local-gov,125268,10,Never-married,Unmarried,Black,Female,67802,0,40,1
19961049,41,Local-gov,125268,13,Never-married,Unmarried,Black,Female,23097,0,82,1
19961050,24,Self-emp-not-inc,109307,9,Never-married,Own-child,White,Male,98364,0,45,1
19961051,24,Private,109307,9,Never-married,Own-child,White,Male,65752,0,45,1
19961052,34,Private,236543,10,Never-married,Not-in-family,White,Male,79790,1590,40,1
19961053,34,Private,236543,10,Never-married,Not-in-family,White,Male,56215,1590,40,1
19961054,19,Private,303652,9,Never-married,Unmarried,White,Female,52775,0,84,1
19961055,19,Private,303652,9,Never-married,Unmarried,White,Female,65488,0,30,1
19961056,48,Private,158685,9,Divorced,Wife,White,Female,88753,0,16,1
19961057,48,Private,158685,2,Divorced,Not-in-family,White,Female,33070,0,16,1
19961058,39,Private,328466,7,Married-civ-spouse,Husband,White,Male,90864,0,70,1
19961059,39,Private,328466,7,Married-civ-spouse,Husband,White,Male,74102,0,70,1
19961060,48,Self-emp-inc,85341,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,0,0,45,1
19961061,48,Private,85341,13,Married-civ-spouse,Husband,White,Male,0,0,65,1
19961062,57,State-gov,33474,13,Married-civ-spouse,Husband,White,Male,0,0,50,1
19961063,41,State-gov,33474,13,Married-civ-spouse,Husband,Other,Male,0,2736,50,1
19961064,29,Private,77322,9,Never-married,Not-in-family,White,Female,99520,0,32,1
19961065,29,Private,77322,2,Never-married,Not-in-family,White,Female,85493,0,32,1
19961066,28,Private,192591,13,Separated,Not-in-family,White,Female,74746,0,45,1
19961067,28,Private,192591,13,Never-married,Not-in-family,White,Female,43718,0,45,1
19961068,63,Private,163809,10,Widowed,Not-in-family,White,Female,21045,1149,20,1
19961069,63,Private,163809,10,Widowed,Unmarried,White,Female,74587,0,20,1
19961070,33,Private,243674,9,Married-civ-spouse,Not-in-family,White,Male,53304,0,46,1
19961071,33,Private,243674,6,Separated,Not-in-family,White,Male,11775,0,46,1
19961072,84,Local-gov,183486,13,Married-civ-spouse,Wife,White,Female,0,0,1,0
19961073,47,Local-gov,183486,1,Married-civ-spouse,Wife,White,Female,0,0,50,0
19961074,23,Private,238917,3,Never-married,Other-relative,White,Male,85704,0,40,1
19961075,23,Private,238917,3,Never-married,Other-relative,White,Male,16643,0,40,1
19961076,29,Private,206351,6,Married-civ-spouse,Husband,White,Male,13412,0,84,1
19961077,29,Private,206351,6,Married-civ-spouse,Husband,White,Male,31268,0,40,1
19961078,31,Private,101266,12,Married-civ-spouse,Husband,White,Male,55501,0,40,1
19961079,31,Private,101266,12,Married-civ-spouse,Husband,White,Male,66779,0,40,1
19961080,29,Private,195284,16,Divorced,Own-child,Other,Female,0,0,60,0
19961081,29,Federal-gov,195284,2,Divorced,Not-in-family,White,Female,0,0,60,0
19961082,63,Private,287277,9,Divorced,Other-relative,White,Male,97157,0,40,1
19961083,63,Private,287277,9,Divorced,Unmarried,White,Male,0,2524,40,1
19961084,36,Local-gov,101833,13,Separated,Not-in-family,White,Male,65459,0,40,1
