,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32446,80,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,5,318,3,other,0
32447,37,technician,married,tertiary,no,122,no,yes,cellular,25,jun,266,25,318,3,other,0
32448,37,technician,married,tertiary,no,122,yes,no,cellular,25,sep,266,2,318,3,other,0
32449,34,student,single,tertiary,no,250,no,no,cellular,26,aug,721,2,-1,0,unknown,0
32450,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1906,2,-1,0,unknown,1
32451,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1051,2,-1,0,unknown,1
32452,41,management,married,secondary,no,0,no,no,cellular,9,nov,624,1,436,0,unknown,1
32453,65,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,-1,15,unknown,1
32454,41,management,married,secondary,no,0,no,no,cellular,21,jun,790,1,-1,0,unknown,1
32455,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1203,4,-1,0,failure,1
32456,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1404,4,769,0,unknown,1
32457,34,technician,married,secondary,no,268,no,yes,cellular,11,aug,1777,4,-1,0,unknown,1
32458,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,932,1,-1,0,unknown,1
32459,43,admin.,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,success,1
32460,43,admin.,single,secondary,no,78654,no,no,telephone,9,mar,208,1,-1,0,unknown,1
32461,49,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,1226,1,445,0,unknown,0
32462,82,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,552,1,-1,0,unknown,0
32463,49,retired,divorced,secondary,no,10613,no,yes,cellular,4,feb,569,1,-1,0,unknown,0
32464,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1117,2,-1,0,unknown,1
32465,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1035,2,206,0,unknown,1
32466,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,mar,562,2,-1,0,unknown,1
32467,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,2150,2,-1,0,unknown,1
32468,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1141,2,-1,12,unknown,1
32469,33,management,married,tertiary,no,1412,no,no,cellular,31,apr,433,2,-1,0,unknown,1
32470,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1276,1,192,1,success,1
32471,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,317,1,831,1,failure,1
32472,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1056,1,434,1,failure,0
32473,18,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,883,1,-1,0,unknown,1
32474,36,entrepreneur,married,unknown,no,44592,yes,no,telephone,8,may,2330,1,-1,0,unknown,1
32475,27,entrepreneur,married,unknown,no,298,yes,no,unknown,8,oct,215,1,-1,0,success,1
32476,48,management,married,unknown,no,7861,no,no,cellular,20,apr,380,1,251,0,unknown,1
32477,48,management,married,unknown,no,7861,no,no,cellular,20,jul,380,1,-1,15,unknown,1
