,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32246,74,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,32,318,3,other,0
32247,54,technician,married,tertiary,no,-5991,no,no,cellular,25,jun,266,2,318,3,other,0
32248,34,management,single,tertiary,no,250,no,no,cellular,26,aug,850,2,-1,0,unknown,1
32249,34,management,single,tertiary,no,250,no,no,cellular,26,aug,790,2,-1,0,success,1
32250,81,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,521,0,unknown,0
32251,41,management,single,secondary,no,0,no,no,cellular,21,nov,624,1,544,0,unknown,0
32252,34,technician,single,secondary,no,268,no,no,cellular,11,aug,1176,4,-1,0,unknown,1
32253,34,technician,married,secondary,no,268,no,no,cellular,11,aug,883,63,-1,0,unknown,1
32254,43,unknown,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,unknown,1
32255,43,admin.,single,secondary,no,22860,no,no,telephone,9,sep,208,1,-1,0,unknown,1
32256,49,blue-collar,divorced,secondary,no,10613,yes,yes,telephone,4,feb,1226,1,-1,0,unknown,0
32257,49,blue-collar,divorced,secondary,no,10613,yes,yes,cellular,4,feb,564,1,-1,0,unknown,0
32258,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1023,2,-1,0,unknown,1
32259,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1692,2,-1,0,unknown,1
32260,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,982,2,-1,0,unknown,1
32261,33,management,married,tertiary,no,1412,no,no,cellular,6,oct,433,2,-1,0,success,1
32262,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,aug,794,1,192,1,failure,1
32263,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,aug,1222,1,192,1,failure,1
32264,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,845,1,-1,0,unknown,1
32265,36,student,married,unknown,no,298,yes,no,unknown,8,oct,215,1,-1,0,success,1
32266,48,housemaid,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,0,unknown,1
32267,48,management,married,unknown,no,7861,no,no,cellular,20,sep,1723,1,-1,0,unknown,1
32268,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1347,3,-1,0,unknown,1
32269,26,management,single,tertiary,no,690,no,no,cellular,31,feb,1390,3,-1,0,unknown,1
32270,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1777,2,345,2,failure,1
32271,38,admin.,single,secondary,yes,245,yes,yes,cellular,17,apr,2093,2,345,2,success,1
32272,30,management,married,tertiary,no,451,no,no,cellular,5,may,2150,1,274,3,unknown,1
32273,30,management,married,tertiary,no,451,no,no,cellular,5,may,964,1,274,3,success,1
32274,39,services,divorced,secondary,no,257,yes,no,unknown,12,jun,1602,1,-1,0,unknown,1
32275,39,services,married,secondary,no,257,no,no,unknown,12,apr,171,1,-1,0,unknown,1
32276,78,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,0
