,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32846,37,technician,married,unknown,no,122,no,no,cellular,25,jun,266,2,318,3,unknown,0
32847,37,blue-collar,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,0
32848,37,self-employed,married,tertiary,no,122,no,yes,cellular,25,jun,266,2,318,3,other,0
32849,34,management,single,tertiary,no,58330,no,no,cellular,26,aug,556,2,-1,0,unknown,0
32850,34,management,single,tertiary,no,250,yes,no,cellular,26,aug,895,2,-1,0,unknown,1
32851,34,management,single,tertiary,no,250,no,no,cellular,25,aug,964,2,-1,0,unknown,1
32852,41,management,married,secondary,no,0,no,no,cellular,21,nov,1431,1,-1,0,unknown,1
32853,41,management,married,secondary,no,0,no,no,cellular,21,nov,1062,1,-1,0,success,1
32854,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,304,0,success,1
32855,58,technician,married,secondary,no,268,no,no,cellular,11,aug,647,4,-1,0,unknown,1
32856,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1014,4,-1,0,unknown,1
32857,34,technician,married,secondary,no,268,no,no,cellular,11,aug,989,4,-1,0,unknown,1
32858,43,admin.,single,secondary,no,35,no,no,telephone,9,mar,740,1,-1,0,unknown,1
32859,43,admin.,single,secondary,no,35,no,no,unknown,9,nov,1334,1,-1,0,unknown,0
32860,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,208,1,184,0,unknown,1
32861,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,256,1,-1,0,unknown,0
32862,83,blue-collar,married,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,unknown,0
32863,49,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,188,1,-1,0,unknown,0
32864,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,mar,580,2,-1,0,unknown,1
32865,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,672,16,-1,0,unknown,1
32866,46,technician,divorced,secondary,yes,-11,yes,no,cellular,11,aug,864,2,-1,0,unknown,1
32867,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,2775,2,-1,0,unknown,1
