,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32246,37,technician,married,tertiary,no,122,no,no,cellular,25,may,266,30,318,3,other,0
32247,37,technician,married,tertiary,no,122,no,no,cellular,7,apr,266,2,318,3,other,0
32248,34,management,single,tertiary,no,250,no,no,cellular,26,aug,655,2,-1,0,unknown,1
32249,34,management,single,tertiary,no,250,no,no,cellular,26,aug,2462,2,-1,28,unknown,1
32250,41,management,married,secondary,no,0,no,no,cellular,21,nov,3322,1,-1,0,unknown,1
32251,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,476,21,unknown,1
32252,34,technician,married,secondary,no,268,no,no,cellular,11,aug,901,4,-1,0,failure,1
32253,34,technician,married,secondary,no,268,no,no,cellular,1,aug,773,4,-1,0,unknown,1
32254,21,student,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,unknown,1
32255,43,admin.,single,secondary,no,10777,no,no,telephone,9,sep,208,1,-1,0,unknown,1
32256,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,160,1,-1,0,unknown,0
32257,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,544,1,-1,0,unknown,0
32258,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,586,2,-1,0,unknown,0
32259,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,2029,36,-1,0,unknown,1
32260,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,917,2,-1,0,failure,1
32261,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,917,2,-1,0,unknown,1
32262,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,664,1,192,1,success,1
32263,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1623,1,728,1,failure,1
32264,36,entrepreneur,married,unknown,no,91671,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32265,36,entrepreneur,single,unknown,no,298,yes,no,unknown,8,oct,215,1,-1,0,success,1
32266,80,management,married,unknown,no,7861,no,no,cellular,20,nov,380,1,-1,0,success,1
32267,48,management,married,unknown,no,7861,no,no,cellular,20,nov,973,1,-1,0,success,1
32268,26,management,single,tertiary,no,690,no,no,cellular,5,feb,2201,3,-1,0,unknown,1
32269,26,management,single,tertiary,no,26813,no,no,cellular,5,feb,990,3,-1,0,unknown,1
32270,38,admin.,single,secondary,no,245,yes,yes,cellular,17,jun,1220,2,345,2,success,1
32271,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1042,2,345,2,success,1
32272,69,management,married,tertiary,no,451,no,no,cellular,5,may,173,1,274,3,success,1
32273,30,management,married,tertiary,no,451,no,no,cellular,5,may,911,1,93,3,failure,1
32274,39,services,single,secondary,no,257,yes,no,unknown,12,jun,2301,1,-1,0,unknown,1
32275,39,services,married,secondary,no,257,no,no,unknown,12,jun,1666,1,-1,0,unknown,1
32276,79,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,0
32277,38,blue-collar,married,secondary,no,4771,no,no,unknown,17,apr,217,1,-1,0,unknown,1
32278,71,retired,divorced,tertiary,no,726,no,no,cellular,29,jan,246,1,-1,0,unknown,0
32279,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1145,1,-1,0,unknown,1
32280,38,management,married,tertiary,no,41709,no,no,cellular,13,apr,240,1,179,2,failure,0
32281,38,management,married,tertiary,no,34632,no,no,cellular,13,apr,240,1,179,2,failure,0
32282,36,entrepreneur,married,tertiary,no,125,no,no,unknown,6,aug,1109,3,-1,0,unknown,1
32283,36,entrepreneur,married,tertiary,no,9032,yes,no,cellular,6,may,638,3,-1,0,unknown,1
32284,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,909,1,136,8,other,1
32285,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,1584,1,94,8,other,1
32286,35,technician,married,primary,no,8,yes,yes,cellular,20,apr,1122,6,-1,0,unknown,1
32287,35,technician,married,secondary,no,8,yes,yes,cellular,20,jun,1290,6,-1,0,unknown,1
