,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32446,37,technician,married,tertiary,no,122,yes,no,cellular,25,jun,266,2,318,3,unknown,0
32447,92,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,161,3,other,0
32448,37,technician,married,tertiary,no,122,no,yes,cellular,25,jun,798,2,318,3,other,0
32449,34,blue-collar,single,tertiary,no,250,no,no,cellular,26,aug,867,2,-1,0,unknown,1
32450,34,management,single,tertiary,no,250,no,no,cellular,26,aug,969,2,-1,0,unknown,1
32451,34,management,single,tertiary,no,41771,no,no,cellular,26,aug,1339,2,-1,0,unknown,1
32452,41,management,married,secondary,no,0,no,no,cellular,21,nov,1412,12,-1,0,unknown,1
32453,41,management,married,secondary,no,34963,no,no,cellular,21,may,624,1,-1,0,unknown,1
32454,41,management,single,secondary,no,0,no,no,cellular,21,nov,624,1,-1,0,success,1
32455,34,technician,married,secondary,no,268,no,no,cellular,11,aug,2769,4,-1,0,unknown,1
32456,34,technician,married,secondary,no,268,no,no,cellular,30,aug,1018,4,-1,0,unknown,1
32457,34,housemaid,married,secondary,no,268,no,no,cellular,11,aug,1925,4,-1,0,unknown,1
32458,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,856,1,-1,0,unknown,1
32459,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,918,1,-1,0,unknown,1
32460,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,543,1,-1,0,unknown,1
32461,49,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,1226,14,-1,0,unknown,0
32462,49,blue-collar,divorced,secondary,no,10613,yes,yes,unknown,4,feb,1226,1,-1,0,unknown,0
32463,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,83,1,-1,0,unknown,0
32464,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,mar,139,2,-1,38,unknown,0
32465,84,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,598,2,-1,0,unknown,1
32466,46,technician,divorced,secondary,yes,72603,no,no,cellular,11,aug,892,2,-1,0,unknown,1
32467,46,management,married,tertiary,no,1412,no,no,cellular,6,dec,433,2,-1,0,unknown,1
32468,33,management,married,tertiary,no,1412,no,no,cellular,6,dec,433,2,-1,25,unknown,1
32469,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1178,2,656,0,unknown,1
32470,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1119,1,503,1,failure,1
32471,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1181,1,670,1,failure,1
32472,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,oct,1261,1,192,1,failure,1
32473,36,entrepreneur,married,tertiary,no,298,yes,no,cellular,8,may,1038,1,-1,0,unknown,1
