,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
6327,46,management,married,tertiary,no,1600,yes,yes,telephone,11,aug,701,1,-1,0,unknown,0
6328,46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,322,1,-1,22,unknown,0
6329,67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,203,1,-1,0,other,0
6330,67,retired,married,tertiary,no,25436,no,no,cellular,13,feb,706,7,-1,0,unknown,0
6331,43,admin.,married,secondary,no,19292,no,no,cellular,17,jul,220,1,-1,0,unknown,0
6332,43,admin.,married,secondary,no,132,no,no,cellular,17,feb,220,1,-1,0,failure,0
6333,60,management,married,tertiary,no,315,no,no,cellular,1,sep,135,1,135,3,success,0
6334,60,management,married,tertiary,no,315,no,no,unknown,1,feb,840,1,183,3,success,0
6335,31,blue-collar,single,secondary,no,32333,yes,no,telephone,29,jun,401,1,-1,0,unknown,0
6336,31,admin.,single,secondary,no,54,yes,no,unknown,29,jun,401,1,-1,0,unknown,0
6337,52,management,married,tertiary,no,944,no,no,cellular,29,oct,251,2,-1,0,unknown,0
6338,30,management,married,tertiary,no,944,no,yes,cellular,29,mar,251,2,-1,0,unknown,0
6339,29,unemployed,divorced,tertiary,no,1311,no,no,unknown,28,aug,622,1,-1,0,unknown,0
6340,29,unemployed,single,tertiary,no,1311,no,no,cellular,28,aug,295,1,-1,0,unknown,0
6341,47,technician,married,secondary,no,78092,no,yes,cellular,6,aug,763,2,-1,0,unknown,0
6342,47,unemployed,married,secondary,no,2480,no,no,cellular,6,aug,763,2,-1,0,other,0
6343,59,admin.,divorced,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,failure,0
6344,59,admin.,single,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,other,0
6345,60,management,married,secondary,no,0,no,no,telephone,19,oct,232,3,62,3,success,1
6346,60,management,married,secondary,no,0,no,no,telephone,22,oct,1745,3,62,3,success,1
6347,45,retired,married,secondary,no,205,no,no,cellular,4,may,552,1,90,2,other,0
6348,45,self-employed,married,secondary,no,205,no,no,cellular,4,may,552,1,90,2,failure,0
6349,60,services,single,tertiary,no,1034,yes,yes,cellular,7,aug,231,3,-1,0,unknown,0
6350,60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,649,3,-1,0,unknown,0
6351,31,admin.,married,tertiary,no,4041,no,no,cellular,30,apr,66,2,-1,0,unknown,0
6352,31,admin.,single,tertiary,no,4041,no,no,cellular,30,apr,66,2,-1,0,unknown,0
6353,27,management,married,secondary,no,2071,no,no,unknown,4,jun,449,1,-1,0,success,0
6354,27,management,married,unknown,no,2071,no,no,cellular,4,jan,449,1,-1,0,unknown,0
6355,27,services,single,secondary,no,2,yes,yes,telephone,6,may,554,2,356,1,failure,0
6356,27,technician,married,unknown,no,2,yes,yes,cellular,6,may,554,2,356,1,failure,0
6357,76,student,married,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,0
6358,25,student,single,primary,no,373,no,no,cellular,11,may,547,2,-1,0,unknown,0
6359,65,admin.,married,secondary,no,952,no,no,cellular,6,jan,255,1,96,1,failure,0
6360,65,admin.,married,secondary,no,952,no,no,cellular,6,sep,106,1,96,1,unknown,0
6361,49,technician,married,tertiary,no,523,yes,no,telephone,2,jun,267,1,60,3,failure,0
6362,49,technician,married,tertiary,no,523,yes,no,unknown,2,may,712,1,60,3,failure,0
6363,76,management,divorced,tertiary,no,0,yes,no,telephone,18,nov,898,2,-1,0,unknown,1
6364,70,management,divorced,tertiary,no,0,yes,no,telephone,18,nov,1461,2,-1,0,unknown,1
6365,47,technician,married,secondary,no,1387,yes,yes,unknown,30,oct,219,4,-1,0,unknown,1
6366,47,technician,married,secondary,yes,1387,yes,no,unknown,30,oct,219,4,-1,0,unknown,1
6367,71,unknown,married,unknown,no,397,no,no,unknown,7,may,300,3,-1,0,unknown,0
6368,77,unknown,married,unknown,no,397,no,no,telephone,7,mar,300,3,-1,0,unknown,0
6369,32,student,married,secondary,no,1536,no,no,cellular,31,aug,289,2,-1,0,unknown,0
6370,32,student,married,secondary,no,1536,no,no,cellular,7,aug,289,12,-1,0,failure,0
6371,74,student,divorced,secondary,no,0,no,no,cellular,29,sep,159,1,120,2,failure,0
6372,50,technician,divorced,secondary,no,54641,no,no,cellular,29,sep,159,1,120,2,failure,0
6373,24,student,single,secondary,no,2985,no,no,cellular,27,jun,184,1,91,2,failure,0
6374,24,student,single,secondary,no,822,no,no,cellular,27,oct,40,1,91,2,failure,0
6375,58,unemployed,married,primary,no,1183,no,no,cellular,31,may,136,5,-1,0,unknown,0
6376,58,unemployed,married,primary,no,1183,no,no,cellular,31,jul,238,5,-1,0,unknown,0
6377,30,management,divorced,tertiary,no,536,no,yes,cellular,2,jul,309,1,-1,0,unknown,0
6378,30,blue-collar,single,tertiary,no,536,no,no,cellular,4,jul,309,1,-1,0,unknown,0
6379,35,technician,married,secondary,no,53375,yes,no,cellular,2,nov,393,4,201,17,other,0
6380,35,technician,married,secondary,no,4922,yes,no,cellular,17,feb,274,4,201,17,other,0
6381,42,blue-collar,married,primary,no,807,yes,no,cellular,19,jun,1057,13,-1,0,unknown,0
6382,42,blue-collar,married,primary,no,807,yes,no,cellular,19,nov,655,1,-1,0,unknown,0
6383,45,unemployed,divorced,primary,yes,11,yes,no,cellular,13,aug,489,5,-1,0,other,0
6384,45,unemployed,divorced,primary,yes,11,yes,no,cellular,13,jan,489,5,-1,0,unknown,0
6385,36,unemployed,married,tertiary,no,4145,no,no,unknown,20,jun,533,4,530,0,unknown,0
6386,36,unemployed,married,tertiary,yes,4145,no,no,unknown,20,jun,614,4,-1,0,unknown,0
6387,37,services,married,tertiary,no,0,yes,no,cellular,22,mar,272,1,-1,0,unknown,1
