,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
10847,49,admin.,married,secondary,no,10250,yes,no,telephone,7,oct,97,1,-1,12,unknown,0
10848,49,admin.,married,secondary,no,10250,yes,no,telephone,24,sep,97,1,316,0,unknown,0
10849,47,entrepreneur,married,tertiary,yes,2187,no,no,cellular,16,feb,261,2,-1,0,unknown,0
10850,47,entrepreneur,married,secondary,no,0,no,no,cellular,16,feb,261,15,-1,0,unknown,0
10851,35,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,-1,0,unknown,0
10852,54,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,4,308,0,unknown,0
10853,33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,389,9,success,0
10854,33,blue-collar,single,tertiary,no,60669,yes,no,cellular,9,feb,126,1,88,1,success,0
10855,82,retired,married,primary,no,9890,no,no,cellular,26,jul,275,1,180,2,unknown,0
10856,82,retired,married,primary,no,243,no,no,cellular,26,jul,108,1,180,2,success,0
10857,68,services,married,secondary,no,74,yes,no,unknown,15,may,1349,4,-1,0,unknown,0
10858,46,services,married,secondary,no,74,yes,no,unknown,15,may,1616,4,-1,0,unknown,0
10859,30,management,married,tertiary,no,4328,yes,no,cellular,30,apr,262,12,189,11,other,0
10860,30,entrepreneur,married,tertiary,no,4328,no,no,cellular,2,apr,262,3,189,11,other,0
10861,34,management,divorced,tertiary,no,2885,no,no,cellular,1,feb,314,2,156,4,unknown,0
10862,34,management,divorced,tertiary,no,2885,no,no,cellular,10,feb,117,2,156,4,success,0
10863,38,unknown,married,tertiary,no,104,yes,no,cellular,6,may,606,3,-1,0,unknown,0
10864,38,management,single,tertiary,no,43576,yes,yes,cellular,6,may,606,3,-1,0,unknown,0
10865,55,admin.,married,secondary,no,8304,no,no,telephone,1,oct,201,1,-1,0,unknown,0
10866,35,admin.,married,secondary,no,8304,yes,no,cellular,1,jun,201,1,-1,0,unknown,0
10867,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,269,1,failure,0
10868,31,management,single,secondary,no,202,yes,no,cellular,8,jul,167,1,62,6,unknown,0
10869,35,blue-collar,single,secondary,no,484,yes,no,cellular,8,jul,344,1,87,3,failure,0
10870,35,blue-collar,single,unknown,no,21692,yes,no,cellular,8,jul,344,1,87,3,failure,0
10871,25,management,married,primary,no,1113,no,no,cellular,1,sep,212,1,-1,0,unknown,0
10872,36,management,married,primary,no,1113,no,no,cellular,1,sep,212,1,-1,7,unknown,0
10873,36,self-employed,divorced,tertiary,no,506,no,no,cellular,3,nov,217,2,70,2,failure,0
10874,36,self-employed,married,secondary,no,64317,no,no,cellular,3,nov,217,1,70,2,failure,0
