,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32246,37,technician,married,tertiary,no,122,no,yes,cellular,25,jun,1859,2,318,3,other,0
32247,37,technician,single,tertiary,no,122,no,no,cellular,1,jun,266,2,318,3,other,0
32248,34,management,married,tertiary,no,250,no,no,cellular,26,aug,1110,2,-1,0,unknown,1
32249,25,management,single,tertiary,no,250,no,no,cellular,26,aug,1906,2,-1,0,unknown,1
32250,41,management,married,secondary,no,0,no,no,cellular,11,nov,624,1,-1,0,success,0
32251,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,385,28,unknown,1
32252,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1011,4,-1,0,unknown,1
32253,34,technician,married,secondary,no,268,no,no,cellular,6,aug,633,4,-1,0,unknown,0
32254,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,1403,1,-1,0,unknown,1
32255,43,admin.,single,secondary,no,35,no,no,telephone,9,oct,208,1,-1,0,success,1
32256,67,blue-collar,single,secondary,no,10613,no,yes,cellular,4,feb,1226,1,-1,0,unknown,0
32257,49,blue-collar,divorced,secondary,no,10613,no,no,cellular,4,feb,44,1,-1,0,unknown,0
32258,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1820,2,-1,0,unknown,1
32259,46,technician,single,secondary,yes,-11,no,no,cellular,11,aug,907,2,-1,0,unknown,1
32260,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1702,2,-1,32,unknown,0
32261,33,management,married,tertiary,no,1412,no,no,cellular,19,feb,1364,2,-1,0,unknown,1
32262,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,859,1,655,1,failure,1
32263,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1536,1,192,1,unknown,0
32264,36,entrepreneur,married,unknown,no,298,yes,no,unknown,16,oct,215,1,-1,0,unknown,1
32265,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32266,48,management,married,unknown,no,7861,no,no,cellular,20,dec,380,1,48,0,unknown,1
32267,48,unknown,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,0,unknown,1
32268,26,management,single,tertiary,no,690,no,no,cellular,11,feb,837,3,-1,0,unknown,1
32269,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1777,3,-1,0,unknown,1
32270,38,admin.,single,secondary,no,245,no,yes,cellular,17,apr,1489,2,345,2,success,1
