,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32546,79,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,0
32547,37,technician,married,tertiary,no,122,no,no,cellular,25,mar,266,2,222,3,other,0
32548,34,management,single,tertiary,no,250,no,no,telephone,26,aug,824,2,-1,0,unknown,1
32549,34,management,single,unknown,no,250,no,no,cellular,26,aug,1677,2,-1,0,unknown,1
32550,53,management,married,secondary,no,0,no,no,cellular,21,nov,1519,1,-1,0,unknown,1
32551,41,management,single,secondary,no,0,no,no,cellular,21,nov,1094,1,-1,0,unknown,1
32552,34,blue-collar,married,secondary,no,268,no,no,cellular,11,aug,1226,4,-1,0,unknown,1
32553,34,technician,married,secondary,no,268,no,no,cellular,28,aug,1021,4,-1,0,unknown,1
32554,43,blue-collar,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,unknown,0
32555,43,unknown,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,unknown,1
32556,49,blue-collar,divorced,secondary,no,14710,no,yes,unknown,4,feb,1226,1,-1,0,unknown,0
32557,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,429,8,-1,0,unknown,0
32558,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1302,2,-1,0,unknown,1
32559,46,technician,divorced,secondary,yes,13996,no,no,cellular,11,aug,1435,2,-1,0,unknown,1
32560,33,management,married,primary,no,1412,no,no,cellular,6,feb,433,2,-1,0,success,1
32561,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1257,2,-1,0,unknown,1
32562,45,management,divorced,tertiary,no,-90,yes,no,cellular,12,jan,1159,1,192,1,failure,1
32563,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,mar,1028,1,192,1,failure,1
32564,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,858,1,-1,0,unknown,1
32565,36,entrepreneur,married,unknown,no,298,yes,no,cellular,8,may,856,1,-1,0,unknown,1
32566,48,management,married,unknown,no,7861,no,no,cellular,10,jun,380,1,-1,0,unknown,1
32567,48,management,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,0,unknown,1
