,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32846,26,technician,married,tertiary,yes,122,no,no,cellular,25,jun,266,2,318,3,other,0
32847,24,technician,married,tertiary,no,122,no,yes,cellular,25,jun,266,2,318,3,other,0
32848,37,technician,married,tertiary,no,122,no,no,unknown,24,jun,266,2,318,3,other,0
32849,37,technician,married,tertiary,no,90306,no,no,cellular,7,jun,266,2,318,3,other,0
32850,37,blue-collar,married,tertiary,no,122,no,yes,cellular,25,jun,266,2,318,3,other,0
32851,34,management,single,tertiary,no,250,no,no,cellular,23,aug,1435,2,-1,0,unknown,1
32852,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1088,12,-1,0,unknown,1
32853,34,management,single,tertiary,no,250,no,no,cellular,26,aug,995,2,-1,0,unknown,1
32854,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1392,2,-1,0,unknown,1
32855,34,student,single,tertiary,no,250,no,no,cellular,26,aug,925,2,-1,0,unknown,1
32856,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,377,275,unknown,1
32857,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,261,0,success,1
32858,41,management,married,secondary,no,0,no,no,cellular,21,nov,1792,1,-1,0,unknown,1
32859,41,management,married,secondary,no,10167,no,no,cellular,21,nov,624,1,-1,0,success,1
32860,41,management,married,secondary,no,0,no,no,cellular,1,nov,948,1,-1,0,unknown,1
32861,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1074,4,-1,0,unknown,1
32862,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1321,4,-1,0,other,1
32863,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1283,4,-1,0,unknown,1
32864,34,technician,divorced,secondary,no,268,no,no,cellular,11,aug,1617,4,-1,0,unknown,1
32865,34,technician,divorced,secondary,no,268,no,no,cellular,11,aug,1431,4,-1,0,unknown,1
32866,43,student,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,success,1
32867,43,admin.,single,secondary,no,35,no,no,telephone,9,apr,484,1,-1,0,unknown,1
32868,43,admin.,single,secondary,no,35,no,no,telephone,9,nov,208,1,45,0,success,1
32869,43,admin.,single,secondary,no,35,no,no,telephone,9,jun,1492,1,-1,0,unknown,1
32870,43,admin.,single,secondary,no,35,no,no,unknown,9,apr,208,1,-1,0,unknown,1
32871,49,blue-collar,divorced,secondary,no,10613,yes,yes,cellular,4,feb,1226,8,-1,0,unknown,0
32872,49,blue-collar,divorced,primary,no,10613,no,yes,cellular,4,feb,62,1,-1,0,unknown,0
32873,39,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,1226,1,-1,0,unknown,0
32874,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,3,feb,320,1,-1,0,unknown,0
32875,49,blue-collar,divorced,secondary,no,10613,no,no,cellular,4,feb,411,1,-1,0,unknown,0
32876,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1232,2,-1,0,unknown,1
32877,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1560,2,-1,0,unknown,1
32878,46,technician,divorced,secondary,yes,-11,no,yes,cellular,11,aug,1070,2,-1,0,unknown,1
32879,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1404,2,-1,0,unknown,1
32880,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1170,2,-1,0,unknown,1
32881,33,management,married,tertiary,no,1412,no,no,cellular,6,mar,433,32,-1,0,unknown,1
32882,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,988,2,-1,0,unknown,1
32883,33,management,married,tertiary,no,2666,no,no,cellular,6,feb,870,2,-1,0,unknown,0
32884,33,management,married,tertiary,no,3257,no,no,cellular,6,feb,433,2,-1,0,success,1
32885,33,management,married,tertiary,no,1412,no,no,cellular,6,feb,1276,2,-1,0,unknown,1
32886,45,management,divorced,tertiary,no,-90,yes,no,cellular,5,jan,1403,1,192,1,failure,1
32887,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,oct,868,1,192,1,failure,1
32888,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,423,1,717,1,failure,1
32889,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1677,1,192,1,unknown,1
32890,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,758,1,472,1,failure,1
32891,36,entrepreneur,divorced,primary,no,298,yes,no,unknown,8,may,1555,1,-1,0,unknown,0
32892,36,entrepreneur,married,unknown,no,101463,yes,no,cellular,8,may,1776,1,-1,0,unknown,1
32893,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32894,36,entrepreneur,divorced,unknown,no,298,yes,no,unknown,8,may,1408,58,-1,0,unknown,1
32895,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,86,0,unknown,1
32896,48,management,married,unknown,no,7861,no,no,cellular,20,feb,1044,1,-1,0,unknown,0
32897,48,management,married,unknown,no,7861,no,no,cellular,20,aug,380,1,-1,0,success,1
32898,48,management,married,unknown,no,7861,no,no,cellular,20,apr,380,1,272,0,unknown,1
32899,48,admin.,married,unknown,no,7861,no,no,cellular,20,nov,1045,1,-1,0,unknown,1
32900,48,management,married,unknown,no,7861,no,no,cellular,20,jul,380,1,-1,15,unknown,1
32901,26,management,single,tertiary,no,690,no,no,unknown,5,feb,865,3,-1,0,unknown,1
32902,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1293,3,-1,0,unknown,1
32903,26,management,single,primary,no,690,no,no,cellular,5,feb,2219,3,-1,0,unknown,1
32904,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1559,3,-1,0,unknown,1
32905,26,management,single,tertiary,no,690,no,no,unknown,5,feb,1404,3,-1,0,unknown,1
32906,38,admin.,married,secondary,no,245,yes,yes,cellular,17,apr,1038,2,345,2,success,1
32907,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,566,2,345,2,success,0
32908,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,807,2,345,2,success,1
32909,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1232,2,345,2,success,1
32910,38,admin.,single,secondary,no,245,yes,yes,cellular,1,apr,1162,2,345,2,success,1
32911,30,unemployed,married,tertiary,no,451,no,no,cellular,5,may,1053,1,274,3,failure,1
32912,30,management,married,tertiary,no,451,yes,no,cellular,5,may,947,1,274,3,failure,1
32913,30,management,married,tertiary,no,451,no,yes,cellular,5,may,1059,1,274,3,failure,1
32914,30,management,married,tertiary,no,451,no,no,cellular,5,may,1880,1,274,3,success,1
