,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32246,37,technician,married,secondary,no,122,no,no,cellular,25,jun,266,2,81,3,other,0
32247,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1410,2,129,0,unknown,1
32248,41,management,married,secondary,no,0,no,no,cellular,21,nov,624,1,-1,6,success,1
32249,34,technician,married,secondary,no,22346,no,no,cellular,11,aug,921,4,-1,0,unknown,1
32250,43,admin.,single,secondary,no,35,no,no,cellular,9,mar,208,1,-1,0,unknown,1
32251,49,blue-collar,divorced,primary,no,10613,no,yes,cellular,4,feb,21,1,-1,0,unknown,0
32252,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,713,2,-1,0,unknown,1
32253,33,management,married,tertiary,no,1412,no,no,cellular,6,jan,433,2,405,0,unknown,1
32254,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,974,1,192,1,success,1
32255,36,entrepreneur,divorced,unknown,no,298,yes,no,unknown,8,may,1332,1,-1,0,unknown,1
32256,48,management,married,unknown,no,7861,no,no,cellular,20,may,680,1,-1,0,unknown,1
32257,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1594,3,-1,0,unknown,1
32258,38,admin.,single,unknown,no,245,yes,yes,cellular,17,apr,796,2,345,2,success,1
32259,30,management,married,tertiary,no,451,no,no,cellular,5,may,1393,1,518,3,failure,0
32260,39,services,married,secondary,no,257,yes,no,cellular,12,jun,755,1,-1,0,unknown,1
32261,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,oct,758,1,-1,0,unknown,1
32262,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1193,1,-1,0,unknown,1
32263,42,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,19,failure,0
32264,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,853,3,-1,0,unknown,1
32265,40,self-employed,married,unknown,no,13669,no,no,cellular,15,oct,1555,1,136,8,other,1
32266,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,1469,27,-1,0,unknown,1
32267,57,housemaid,married,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,12,success,1
32268,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1835,23,-1,0,unknown,1
32269,60,retired,married,primary,no,458,yes,no,unknown,16,may,1026,1,-1,0,unknown,1
32270,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1153,2,285,0,unknown,1
32271,23,student,single,tertiary,no,82,no,yes,cellular,4,may,1212,4,-1,0,unknown,1
32272,36,entrepreneur,married,unknown,no,0,no,no,unknown,5,jun,1208,1,-1,0,unknown,1
32273,37,management,married,tertiary,no,-6474,no,no,cellular,20,may,291,2,202,5,other,0
32274,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1236,10,331,16,other,1
32275,32,technician,married,secondary,no,1247,yes,no,unknown,23,feb,1966,3,-1,0,unknown,1
32276,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,1013,1,121,1,success,1
32277,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,1288,3,-1,0,unknown,1
32278,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,828,1,-1,0,failure,1
32279,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1353,1,-1,0,unknown,1
32280,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1271,10,-1,0,unknown,1
32281,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,987,3,-1,0,unknown,1
32282,44,admin.,married,secondary,no,26,yes,no,cellular,21,mar,1114,10,-1,0,unknown,1
32283,39,technician,single,secondary,no,822,yes,yes,unknown,29,oct,869,3,-1,0,unknown,1
32284,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1223,8,-1,0,unknown,1
32285,55,services,married,secondary,no,96,no,no,telephone,30,jul,928,2,-1,0,unknown,0
32286,44,admin.,married,secondary,no,0,no,no,unknown,2,jun,1446,1,-1,0,unknown,1
32287,51,management,single,tertiary,no,1146,yes,yes,unknown,19,may,1623,4,-1,0,unknown,0
32288,41,blue-collar,married,secondary,no,1521,yes,yes,cellular,8,apr,1623,4,-1,0,unknown,1
32289,38,management,single,tertiary,no,0,no,no,cellular,24,jul,1867,1,-1,0,unknown,1
32290,33,management,single,tertiary,no,5145,yes,no,cellular,14,jun,338,1,175,38,other,1
32291,32,blue-collar,single,primary,no,4805,no,yes,cellular,4,jul,880,3,-1,0,unknown,1
32292,39,blue-collar,married,primary,no,1014,yes,no,cellular,30,jul,863,4,-1,0,unknown,1
32293,45,technician,married,secondary,no,19269,no,no,cellular,2,feb,197,1,241,2,success,1
32294,36,unemployed,married,primary,no,42539,yes,no,cellular,8,may,1261,1,-1,0,unknown,1
32295,37,blue-collar,married,secondary,no,32,yes,no,unknown,20,may,1723,2,-1,0,unknown,0
32296,56,unemployed,married,secondary,no,12,no,no,cellular,12,oct,37,3,187,19,failure,0
32297,58,management,divorced,secondary,no,3161,no,no,telephone,12,jul,542,24,-1,0,unknown,0
32298,36,unemployed,divorced,secondary,no,8267,no,no,unknown,2,jun,1516,2,-1,0,unknown,1
32299,30,management,single,tertiary,no,638,yes,no,cellular,20,dec,483,2,792,6,other,1
32300,34,management,married,unknown,no,527,no,no,cellular,4,nov,1175,1,-1,0,unknown,0
32301,56,unemployed,divorced,primary,no,802,yes,no,telephone,3,feb,1642,2,-1,0,unknown,0
32302,34,management,married,tertiary,no,3301,yes,no,unknown,17,nov,485,2,227,4,failure,0
32303,28,management,single,tertiary,no,111,yes,yes,cellular,28,jul,862,2,-1,37,unknown,0
32304,36,self-employed,single,tertiary,no,532,yes,no,cellular,14,may,603,1,-1,0,unknown,1
32305,46,admin.,divorced,secondary,no,99,no,no,unknown,14,jul,1877,1,-1,0,unknown,1
32306,71,retired,married,primary,no,2651,no,no,cellular,24,aug,569,3,200,2,failure,1
32307,29,admin.,single,tertiary,no,38311,no,no,cellular,28,jun,468,1,-1,0,unknown,1
32308,51,unknown,married,unknown,no,167,no,no,cellular,18,jun,1388,4,-1,0,unknown,1
32309,40,admin.,married,secondary,no,3234,no,no,cellular,6,jun,1005,1,-1,0,unknown,1
32310,28,blue-collar,single,secondary,no,2322,no,no,cellular,8,jul,873,4,-1,0,unknown,1
32311,63,technician,married,secondary,no,973,no,no,cellular,25,feb,318,1,202,1,failure,0
32312,47,management,married,secondary,no,1348,no,yes,cellular,4,aug,1486,1,-1,0,unknown,1
32313,46,management,divorced,tertiary,no,385,yes,no,unknown,29,may,1160,4,-1,0,unknown,1
32314,32,services,married,secondary,no,1066,yes,no,unknown,19,may,1341,9,-1,0,unknown,1
32315,57,blue-collar,married,primary,no,3498,no,no,cellular,15,jul,695,2,456,2,success,1
32316,47,blue-collar,divorced,secondary,no,1815,yes,no,cellular,5,feb,1021,1,253,4,failure,1
32317,29,admin.,single,secondary,no,768,yes,no,cellular,24,jul,814,5,134,0,unknown,1
32318,30,management,single,tertiary,no,2419,no,yes,cellular,5,jun,979,2,-1,0,unknown,1
32319,51,services,married,primary,no,-553,yes,no,unknown,4,jun,1404,8,-1,0,unknown,1
32320,54,unemployed,divorced,primary,no,6427,yes,no,telephone,19,nov,1469,1,-1,0,unknown,1
32321,30,blue-collar,married,secondary,no,3653,yes,yes,unknown,6,jun,2150,4,-1,0,unknown,1
32322,39,technician,married,tertiary,no,548,no,no,cellular,11,aug,836,4,-1,0,unknown,1
32323,30,management,single,tertiary,yes,13,no,no,cellular,15,jul,1380,3,-1,0,unknown,1
32324,46,management,divorced,tertiary,no,665,yes,no,cellular,2,feb,1124,2,207,3,other,1
32325,45,blue-collar,married,secondary,no,321,yes,no,cellular,30,jul,918,4,-1,0,unknown,1
32326,28,admin.,single,unknown,no,2736,no,no,cellular,8,jul,389,1,-1,0,unknown,0
32327,24,student,single,secondary,no,372,yes,no,cellular,17,apr,1611,1,-1,0,unknown,1
32328,57,self-employed,married,unknown,no,169,no,no,cellular,3,feb,369,1,-1,0,unknown,0
32329,28,management,single,tertiary,no,355,yes,no,unknown,28,may,853,4,-1,0,unknown,1
32330,35,services,married,secondary,no,501,yes,yes,cellular,10,jul,977,8,-1,0,unknown,1
32331,56,admin.,divorced,primary,no,0,no,yes,cellular,10,jul,542,1,-1,21,success,1
32332,40,housemaid,married,primary,no,322,no,yes,unknown,31,jun,1207,2,-1,0,unknown,1
32333,45,blue-collar,married,primary,no,2958,yes,no,cellular,16,jul,580,1,444,2,failure,1
32334,51,self-employed,married,tertiary,no,147,no,yes,cellular,2,feb,559,1,189,4,success,1
32335,48,technician,married,secondary,no,759,yes,no,cellular,28,jul,1867,5,-1,0,unknown,1
32336,36,housemaid,married,tertiary,no,114,no,no,cellular,13,aug,342,1,-1,0,success,1
32337,35,services,married,primary,no,44,yes,no,telephone,17,apr,1669,2,-1,0,unknown,1
32338,29,self-employed,married,tertiary,no,751,yes,no,cellular,23,may,1045,2,-1,0,unknown,0
32339,55,entrepreneur,divorced,tertiary,no,78,no,no,cellular,18,mar,115,2,-1,0,unknown,1
32340,27,technician,single,secondary,no,1187,no,no,cellular,28,jan,1089,2,-1,0,success,1
32341,44,admin.,single,unknown,no,3,yes,no,unknown,13,mar,1740,1,-1,0,unknown,1
32342,59,blue-collar,married,primary,no,5788,no,no,cellular,14,may,902,2,350,2,failure,1
32343,30,technician,single,tertiary,no,405,no,no,cellular,4,feb,1218,1,274,1,failure,1
32344,38,services,married,secondary,no,20110,yes,no,unknown,19,may,1392,1,-1,0,unknown,1
32345,31,unemployed,single,tertiary,no,-702,no,no,cellular,21,nov,1249,2,-1,0,unknown,1
32346,63,services,married,secondary,no,1397,yes,no,cellular,21,mar,224,3,-1,0,unknown,1
32347,43,self-employed,married,tertiary,no,479,yes,no,cellular,6,feb,1531,1,254,2,failure,1
32348,34,management,married,tertiary,no,255,no,no,cellular,27,aug,1152,9,-1,0,unknown,0
32349,31,technician,divorced,tertiary,no,-502,yes,yes,unknown,26,mar,1446,2,-1,0,unknown,0
32350,57,technician,married,secondary,no,3240,yes,no,telephone,14,may,3422,2,-1,0,unknown,1
32351,56,housemaid,married,primary,no,58,no,yes,cellular,7,jul,1119,6,474,0,unknown,1
32352,26,blue-collar,married,secondary,no,0,yes,no,telephone,23,jul,1516,4,-1,0,other,1
32353,50,blue-collar,married,primary,no,1617,no,no,cellular,26,aug,1175,23,-1,0,unknown,1
32354,34,technician,married,tertiary,no,149,no,no,cellular,22,aug,440,2,-1,0,unknown,0
32355,36,management,married,tertiary,no,1133,yes,no,cellular,4,aug,293,5,73,2,other,0
32356,29,services,single,secondary,no,0,yes,no,cellular,11,jul,1776,2,-1,0,unknown,1
32357,48,blue-collar,married,primary,no,69,yes,no,cellular,17,nov,2769,1,-1,0,unknown,1
32358,40,self-employed,married,secondary,no,2252,no,no,unknown,12,apr,144,1,-1,0,unknown,1
32359,36,management,single,secondary,no,1898,yes,no,cellular,22,aug,1179,4,-1,0,unknown,1
32360,55,blue-collar,divorced,primary,no,2227,yes,no,telephone,21,nov,428,3,760,3,failure,0
32361,32,technician,single,unknown,no,10600,no,no,cellular,14,feb,485,2,-1,0,unknown,1
32362,32,technician,single,tertiary,no,14,no,yes,cellular,21,jul,1720,1,-1,0,unknown,1
32363,55,admin.,married,secondary,no,512,no,no,cellular,18,aug,1257,4,-1,0,unknown,1
32364,74,retired,married,tertiary,no,1742,no,no,unknown,28,oct,1092,1,155,0,unknown,0
32365,32,admin.,single,tertiary,no,3816,yes,no,cellular,25,nov,1361,3,-1,0,unknown,1
32366,40,admin.,married,secondary,no,0,yes,no,unknown,20,may,2062,2,-1,0,unknown,1
32367,35,entrepreneur,single,tertiary,yes,1416,yes,no,cellular,6,may,1665,1,169,12,other,0
32368,55,management,divorced,tertiary,no,26306,yes,no,cellular,23,sep,524,1,589,4,failure,0
32369,35,blue-collar,single,secondary,no,3623,no,no,telephone,17,sep,160,1,-1,0,unknown,0
32370,33,management,married,tertiary,no,39739,yes,no,cellular,5,may,652,1,365,1,failure,1
32371,62,blue-collar,divorced,primary,no,410,yes,no,unknown,30,may,867,3,-1,0,unknown,1
32372,32,technician,single,secondary,no,78587,no,no,cellular,26,aug,1869,2,-1,0,unknown,1
