,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
32846,37,technician,married,tertiary,no,122,no,no,unknown,25,jun,266,2,42,3,other,0
32847,37,technician,married,tertiary,no,122,no,no,cellular,7,jun,266,2,318,28,other,0
32848,65,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,0
32849,37,retired,married,tertiary,no,122,yes,no,cellular,25,jun,266,2,318,3,other,0
32850,37,blue-collar,married,primary,no,122,no,no,cellular,25,jun,266,2,318,3,other,0
32851,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1111,2,361,0,unknown,1
32852,34,management,single,tertiary,yes,250,no,no,cellular,26,aug,853,2,-1,0,unknown,1
32853,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1331,2,-1,0,unknown,1
32854,34,management,single,secondary,no,250,no,no,cellular,26,aug,894,2,-1,0,unknown,0
32855,34,management,single,tertiary,no,-5917,no,no,cellular,26,aug,926,2,-1,0,unknown,1
32856,41,management,married,secondary,no,0,no,no,cellular,21,nov,1567,1,-1,0,unknown,1
32857,41,management,married,secondary,no,0,no,no,cellular,21,nov,1691,1,-1,0,unknown,1
32858,41,management,divorced,secondary,no,0,no,no,cellular,21,nov,624,1,-1,0,success,1
32859,41,management,married,secondary,no,0,no,no,cellular,21,apr,624,1,358,0,unknown,1
32860,41,management,married,secondary,no,0,no,no,cellular,21,nov,1906,1,-1,0,unknown,1
32861,34,technician,married,secondary,no,268,no,no,cellular,11,aug,927,6,-1,0,unknown,1
32862,34,technician,married,secondary,no,268,no,no,cellular,11,aug,811,4,-1,0,unknown,1
32863,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1061,4,-1,0,unknown,1
32864,34,technician,married,secondary,no,268,yes,no,cellular,11,aug,1060,4,-1,0,unknown,1
32865,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1380,4,348,0,unknown,1
32866,43,student,single,secondary,no,35,no,no,telephone,9,nov,208,1,-1,0,success,1
32867,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,1617,1,-1,0,unknown,1
32868,43,admin.,single,secondary,no,35,no,no,telephone,28,oct,208,1,-1,0,unknown,1
32869,43,admin.,single,secondary,no,14436,no,no,telephone,9,oct,208,1,-1,0,unknown,0
32870,43,admin.,single,secondary,no,35,no,no,telephone,9,sep,208,1,297,0,unknown,1
32871,49,blue-collar,divorced,primary,no,10613,no,yes,cellular,4,feb,720,1,-1,0,unknown,0
32872,49,blue-collar,married,secondary,no,10613,no,yes,cellular,4,feb,1226,23,-1,0,unknown,0
32873,49,blue-collar,divorced,unknown,no,10613,no,yes,cellular,4,feb,284,1,-1,0,unknown,0
32874,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,8,16,-1,0,unknown,0
32875,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,494,1,34,0,unknown,0
32876,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,945,2,-1,0,unknown,1
32877,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,825,2,-1,0,unknown,1
32878,46,technician,divorced,primary,yes,-11,no,no,cellular,11,aug,1623,2,-1,0,unknown,1
32879,46,technician,divorced,secondary,yes,89307,no,no,cellular,11,aug,670,2,-1,0,unknown,1
32880,77,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1241,2,-1,0,unknown,1
32881,73,management,married,tertiary,no,1412,no,no,cellular,6,feb,433,2,-1,0,failure,0
32882,33,management,married,tertiary,no,1412,no,no,cellular,18,feb,1009,2,-1,0,unknown,0
32883,33,management,married,tertiary,no,1412,no,no,cellular,24,mar,433,2,-1,0,unknown,1
32884,33,management,married,tertiary,yes,1412,no,no,cellular,6,feb,1346,2,-1,0,unknown,1
32885,33,management,divorced,tertiary,no,1412,no,no,cellular,6,apr,433,2,-1,0,unknown,1
32886,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,1272,1,192,1,success,1
32887,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,aug,773,1,192,1,failure,1
32888,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,oct,1127,1,192,1,failure,1
32889,45,management,divorced,tertiary,no,-90,yes,no,cellular,4,jan,1018,1,192,1,failure,0
32890,45,management,divorced,tertiary,no,-90,yes,no,cellular,29,jan,845,1,192,1,success,1
32891,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,apr,215,1,-1,0,unknown,1
32892,36,entrepreneur,divorced,unknown,no,298,yes,no,unknown,8,may,2062,1,-1,0,unknown,1
32893,36,entrepreneur,married,unknown,no,298,no,yes,unknown,8,apr,215,1,-1,0,unknown,1
32894,69,entrepreneur,married,unknown,no,298,yes,no,cellular,8,mar,215,1,-1,0,unknown,1
32895,36,entrepreneur,married,unknown,no,298,no,no,unknown,8,oct,215,1,-1,0,success,1
32896,48,management,married,unknown,no,7861,no,no,cellular,20,jul,380,1,-1,0,success,1
32897,48,management,married,unknown,no,7861,no,no,cellular,20,apr,380,1,-1,2,unknown,1
32898,48,management,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,6,unknown,0
32899,48,management,married,primary,no,7861,no,no,cellular,20,nov,1346,1,-1,0,unknown,0
32900,48,management,married,unknown,no,7861,no,no,cellular,20,oct,380,1,-1,0,unknown,1
32901,26,management,single,tertiary,no,690,no,no,cellular,5,feb,686,3,-1,14,unknown,1
32902,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1492,3,-1,0,unknown,1
32903,26,management,single,tertiary,no,690,no,no,cellular,5,feb,1341,3,-1,0,unknown,1
32904,26,management,single,tertiary,no,690,yes,no,cellular,5,feb,1663,3,-1,0,unknown,1
32905,26,unemployed,single,tertiary,no,690,no,no,cellular,5,feb,2775,3,-1,0,unknown,1
32906,38,blue-collar,single,secondary,no,245,yes,yes,cellular,17,apr,805,2,345,2,success,1
32907,38,admin.,single,unknown,no,245,yes,yes,cellular,17,apr,915,2,345,2,success,1
32908,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,727,2,345,2,success,1
32909,38,admin.,single,secondary,no,245,yes,yes,cellular,17,apr,1290,2,345,2,success,1
32910,38,admin.,single,secondary,no,245,yes,no,cellular,17,apr,1340,2,345,2,success,1
32911,30,management,married,tertiary,no,92419,no,no,cellular,5,may,1460,1,274,3,failure,1
32912,30,management,married,tertiary,no,92579,no,no,cellular,5,may,952,1,274,3,failure,1
32913,30,management,single,tertiary,no,451,no,no,cellular,5,may,946,1,274,3,failure,0
32914,30,management,married,tertiary,no,451,no,no,cellular,5,may,813,1,274,3,success,1
32915,30,management,single,tertiary,no,451,no,no,cellular,5,may,1076,1,274,3,failure,0
32916,39,services,divorced,secondary,no,257,yes,no,unknown,12,jun,1192,1,-1,0,unknown,1
32917,39,services,married,secondary,no,257,no,no,unknown,12,jun,1340,1,-1,0,unknown,1
32918,39,services,married,secondary,no,257,yes,no,cellular,12,jun,1161,1,-1,0,unknown,1
32919,39,services,married,secondary,no,257,yes,no,telephone,12,jun,1409,1,-1,0,unknown,1
32920,39,services,married,secondary,no,257,yes,no,unknown,24,oct,171,1,-1,0,unknown,1
32921,38,blue-collar,married,secondary,no,4771,yes,no,cellular,17,mar,1000,1,-1,0,unknown,1
32922,38,blue-collar,married,secondary,no,4771,yes,no,cellular,27,apr,841,1,-1,0,unknown,1
32923,95,management,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
32924,85,blue-collar,married,secondary,no,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
32925,87,blue-collar,married,secondary,yes,4771,yes,no,cellular,17,apr,217,1,-1,0,unknown,1
32926,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1344,1,49,0,unknown,1
32927,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,966,1,-1,0,unknown,0
32928,54,retired,divorced,tertiary,no,726,no,no,cellular,28,jan,1434,1,-1,0,unknown,1
32929,54,retired,divorced,primary,no,726,no,no,cellular,28,jan,1424,1,-1,0,unknown,1
32930,54,retired,divorced,tertiary,yes,726,no,no,cellular,28,jan,1422,1,-1,0,unknown,1
32931,87,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,0
32932,38,management,married,tertiary,no,413,no,no,cellular,28,apr,240,6,179,2,failure,0
32933,54,management,married,tertiary,no,413,no,no,cellular,18,apr,240,1,179,2,failure,0
32934,38,management,married,tertiary,no,88335,no,no,cellular,13,apr,240,1,179,2,failure,0
32935,58,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,309,2,failure,0
32936,36,entrepreneur,married,tertiary,no,-3381,yes,no,unknown,6,mar,1353,3,-1,0,unknown,1
32937,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,775,3,-1,0,success,1
32938,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,jun,1290,3,-1,0,unknown,1
32939,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,775,3,-1,0,unknown,1
32940,36,entrepreneur,married,tertiary,no,125,yes,no,cellular,6,may,1792,3,-1,0,unknown,1
32941,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,656,1,774,8,other,1
32942,40,self-employed,married,unknown,no,13669,no,no,cellular,15,oct,138,1,136,8,success,0
32943,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,602,1,136,8,other,0
32944,40,self-employed,married,tertiary,no,13669,no,no,cellular,15,oct,837,1,407,8,other,1
32945,40,self-employed,married,tertiary,no,41805,no,no,cellular,15,oct,138,1,136,8,success,1
32946,35,technician,married,tertiary,no,8,yes,yes,cellular,20,apr,1598,6,-1,0,unknown,1
32947,35,technician,single,secondary,no,8,yes,yes,cellular,20,apr,1710,6,-1,0,unknown,1
32948,35,technician,married,secondary,no,-6925,yes,yes,cellular,20,apr,1127,6,-1,0,unknown,1
32949,35,technician,married,secondary,no,8,yes,yes,cellular,20,jan,2769,6,-1,0,unknown,1
32950,35,technician,married,secondary,no,8,yes,yes,cellular,20,apr,2029,6,-1,0,unknown,0
32951,57,housemaid,married,tertiary,no,7027,yes,no,cellular,17,nov,1070,1,-1,0,unknown,1
32952,57,housemaid,single,secondary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,unknown,0
32953,57,housemaid,married,tertiary,no,3760,yes,no,telephone,17,nov,1070,1,-1,0,unknown,1
32954,57,entrepreneur,divorced,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,unknown,1
32955,45,housemaid,single,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,unknown,1
32956,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1161,5,472,0,unknown,1
32957,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1297,5,-1,0,unknown,1
32958,31,services,married,secondary,no,-331,yes,no,unknown,23,jun,1307,5,-1,0,unknown,1
32959,31,services,married,secondary,no,-331,yes,no,unknown,27,may,1490,5,-1,0,unknown,1
32960,31,services,married,secondary,no,-331,yes,no,unknown,23,may,1224,5,-1,0,unknown,1
32961,60,retired,married,primary,no,458,yes,no,unknown,21,may,996,1,-1,0,unknown,0
32962,60,retired,married,primary,no,458,yes,no,unknown,16,may,1093,1,-1,0,unknown,1
32963,60,retired,married,primary,no,458,yes,no,unknown,16,may,928,1,-1,0,unknown,1
32964,60,retired,married,primary,no,458,yes,no,unknown,16,may,990,1,-1,0,unknown,0
32965,60,retired,married,primary,no,458,yes,no,unknown,16,may,998,1,-1,0,unknown,0
32966,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1541,2,-1,0,unknown,1
32967,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1184,2,-1,0,unknown,1
32968,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1134,2,-1,0,unknown,0
32969,48,entrepreneur,married,tertiary,no,0,no,no,cellular,17,apr,792,2,-1,0,unknown,1
32970,48,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,apr,1767,2,-1,0,unknown,1
32971,23,student,single,tertiary,no,82,no,no,cellular,4,may,1359,4,-1,0,unknown,1
32972,23,student,single,tertiary,no,82,no,no,cellular,4,mar,289,4,-1,27,unknown,1
32973,23,student,single,tertiary,no,82,no,no,cellular,4,may,1473,4,-1,0,unknown,1
32974,23,student,single,tertiary,no,82,no,no,cellular,4,may,798,4,-1,0,unknown,0
32975,23,student,single,tertiary,no,82,no,no,cellular,4,may,1061,4,-1,23,unknown,1
32976,36,management,divorced,unknown,no,0,no,no,unknown,5,jun,1710,1,-1,0,unknown,1
32977,36,management,married,unknown,no,0,no,no,cellular,5,jun,1037,1,-1,0,unknown,1
32978,36,management,married,unknown,no,0,no,no,unknown,5,apr,1276,1,-1,0,unknown,1
32979,36,management,married,unknown,no,0,no,no,cellular,5,jun,574,1,-1,0,unknown,1
32980,36,management,married,unknown,no,0,no,no,cellular,5,jun,834,1,-1,0,unknown,1
32981,37,management,married,unknown,no,3236,no,no,cellular,20,may,23,2,202,5,other,0
32982,37,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,37,failure,0
32983,37,management,married,tertiary,no,3236,no,yes,unknown,20,may,291,2,202,5,other,0
32984,37,management,married,tertiary,no,5734,yes,no,cellular,20,may,291,2,202,5,other,0
32985,51,management,married,tertiary,no,3236,no,no,cellular,20,may,291,2,202,5,failure,0
32986,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1502,10,331,16,other,1
32987,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,813,10,331,16,other,1
32988,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,1423,55,331,16,other,1
32989,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,623,10,331,16,other,1
32990,33,blue-collar,single,primary,no,-104,yes,no,cellular,15,may,654,10,331,16,other,1
32991,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1390,3,160,0,unknown,1
32992,32,technician,married,secondary,no,1247,yes,no,unknown,19,may,1045,3,-1,0,unknown,1
32993,32,technician,married,secondary,no,1247,yes,no,unknown,23,dec,2453,3,-1,0,unknown,1
32994,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,921,3,-1,0,unknown,1
32995,32,technician,married,secondary,no,1247,yes,no,unknown,23,may,1623,3,-1,0,unknown,1
32996,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,417,1,121,1,other,1
32997,41,services,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,success,1
32998,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,367,1,771,1,other,1
32999,41,technician,married,primary,no,2152,no,no,cellular,30,sep,897,1,121,1,other,1
33000,41,technician,married,secondary,no,2152,no,no,cellular,30,sep,356,1,121,1,other,1
33001,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,691,3,-1,0,other,1
33002,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,692,3,-1,0,unknown,1
33003,75,blue-collar,married,secondary,no,4236,yes,no,cellular,31,may,378,3,-1,0,unknown,1
33004,54,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,937,3,-1,0,unknown,1
33005,44,blue-collar,married,secondary,no,4236,yes,no,cellular,4,may,713,3,-1,0,unknown,1
33006,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,1536,1,-1,0,unknown,1
33007,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,jul,1068,10,-1,0,unknown,1
33008,40,blue-collar,single,primary,no,3571,yes,no,cellular,10,jul,1809,1,-1,0,unknown,1
33009,40,blue-collar,single,secondary,no,3571,no,no,cellular,10,jul,802,1,-1,0,unknown,1
33010,40,blue-collar,single,secondary,no,3571,yes,no,cellular,10,nov,727,1,-1,0,unknown,1
33011,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,dec,984,1,-1,0,unknown,1
33012,52,blue-collar,married,secondary,yes,3165,no,no,unknown,6,may,1529,1,-1,0,unknown,1
33013,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1469,1,-1,0,unknown,1
33014,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1392,1,-1,0,unknown,1
33015,52,blue-collar,married,secondary,no,3165,no,no,unknown,6,may,1386,1,-1,0,unknown,1
33016,27,technician,single,secondary,no,1526,yes,no,unknown,6,jun,1269,10,-1,0,unknown,1
33017,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,1463,10,-1,0,unknown,1
33018,27,technician,single,tertiary,no,1526,yes,no,unknown,6,apr,1491,10,-1,0,unknown,1
33019,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,896,10,-1,0,unknown,1
33020,27,technician,single,tertiary,no,1526,no,no,unknown,6,jun,1283,10,-1,0,unknown,1
33021,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,1302,3,74,0,unknown,1
33022,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,2256,3,-1,0,unknown,1
33023,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,1559,3,-1,0,unknown,1
33024,34,blue-collar,married,secondary,no,322,yes,no,cellular,20,apr,925,3,-1,0,unknown,1
33025,34,services,married,secondary,no,322,yes,no,cellular,20,apr,1249,3,-1,0,unknown,1
33026,44,admin.,married,secondary,no,32193,yes,no,cellular,21,jul,1118,10,-1,0,unknown,1
33027,44,admin.,married,secondary,no,26,yes,no,cellular,21,jul,1223,10,-1,0,unknown,1
33028,44,admin.,married,secondary,no,86641,yes,no,cellular,21,jul,1226,10,-1,0,unknown,1
33029,44,unknown,married,secondary,no,26,yes,no,cellular,21,jul,1877,10,-1,0,unknown,1
33030,44,admin.,married,secondary,no,26,yes,no,cellular,21,jul,1138,10,-1,0,unknown,1
33031,39,technician,divorced,secondary,no,822,yes,yes,unknown,29,may,1616,3,-1,0,unknown,1
33032,39,technician,single,secondary,no,822,yes,yes,unknown,18,may,1833,3,-1,0,unknown,1
33033,39,technician,single,secondary,no,822,yes,yes,unknown,29,oct,1882,3,-1,0,unknown,1
33034,39,technician,single,secondary,no,822,yes,no,unknown,29,may,1242,3,-1,0,unknown,1
33035,39,technician,single,secondary,no,822,yes,no,unknown,29,may,1121,3,-1,0,unknown,1
33036,31,unemployed,married,tertiary,no,37594,no,no,cellular,26,dec,377,8,-1,0,unknown,1
33037,31,unemployed,married,primary,no,7744,no,no,cellular,26,aug,967,8,-1,0,unknown,1
33038,31,unemployed,married,tertiary,no,7744,no,no,cellular,26,aug,1277,8,-1,0,unknown,1
33039,31,unemployed,married,secondary,no,7744,no,no,cellular,26,dec,377,8,-1,0,unknown,1
33040,31,unknown,married,tertiary,no,7744,no,no,cellular,26,aug,1363,8,-1,0,unknown,1
33041,55,services,married,secondary,no,96,no,no,telephone,30,jul,1135,2,-1,0,unknown,1
33042,55,services,married,unknown,no,96,no,no,telephone,30,jul,993,2,-1,0,unknown,1
33043,55,entrepreneur,married,secondary,no,96,no,no,telephone,30,jul,1635,2,-1,0,unknown,1
