,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
5423,35,entrepreneur,married,secondary,no,313,no,no,cellular,15,mar,479,1,-1,0,unknown,1
5424,83,entrepreneur,married,secondary,no,62946,yes,no,cellular,15,jul,479,1,-1,0,unknown,1
5425,79,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,303,1,-1,0,unknown,0
5426,46,management,married,tertiary,no,1600,yes,no,telephone,11,aug,1244,1,-1,0,unknown,0
5427,36,technician,married,tertiary,no,1354,no,no,cellular,17,sep,92,3,97,2,success,0
5428,36,technician,married,secondary,no,1354,no,no,cellular,7,sep,6,3,97,2,success,0
5429,35,self-employed,single,secondary,no,0,no,no,cellular,14,jan,187,7,-1,0,unknown,0
5430,35,technician,single,tertiary,no,0,no,no,cellular,14,sep,187,10,-1,0,unknown,0
5431,41,blue-collar,married,primary,no,2453,no,no,unknown,15,may,502,1,-1,0,unknown,0
5432,41,blue-collar,married,primary,no,2453,yes,no,unknown,15,may,768,1,-1,0,unknown,0
5433,45,technician,divorced,secondary,no,2657,no,yes,unknown,7,aug,895,3,-1,0,unknown,0
5434,45,technician,divorced,secondary,no,2657,no,no,cellular,7,aug,82,3,-1,0,unknown,0
5435,25,blue-collar,single,primary,no,80798,no,no,unknown,24,jun,528,2,-1,0,unknown,0
5436,25,blue-collar,single,primary,no,77074,yes,no,unknown,24,aug,528,2,-1,0,unknown,0
5437,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,462,1,92,22,failure,0
5438,35,unemployed,single,tertiary,no,415,no,no,cellular,4,aug,185,1,92,4,other,0
5439,31,management,divorced,tertiary,no,254,no,no,cellular,25,aug,264,8,-1,0,unknown,0
5440,31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,120,8,-1,0,unknown,0
5441,41,entrepreneur,married,secondary,no,63597,no,no,unknown,18,jun,707,1,-1,0,unknown,0
5442,66,entrepreneur,married,secondary,no,707,no,yes,unknown,18,jun,707,1,-1,0,unknown,0
5443,37,management,single,tertiary,no,3141,no,no,cellular,4,may,133,2,-1,0,unknown,0
5444,37,management,single,tertiary,no,3141,no,no,cellular,24,jan,384,2,-1,0,unknown,0
5445,47,technician,single,secondary,no,1101,yes,no,cellular,24,jul,364,3,-1,0,unknown,0
5446,47,technician,single,secondary,no,1101,yes,no,cellular,23,jul,304,4,-1,0,unknown,0
