,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,income
33446,37,technician,married,tertiary,no,122,no,no,cellular,4,jun,266,2,318,3,other,0
33447,37,technician,married,tertiary,no,122,yes,no,cellular,25,jun,266,2,318,27,other,0
33448,37,technician,married,tertiary,no,122,no,no,telephone,25,jun,266,2,44,3,other,0
33449,37,technician,married,tertiary,no,122,no,no,cellular,25,jun,22,2,318,3,other,0
33450,85,technician,married,tertiary,no,122,no,no,cellular,12,jun,266,2,318,3,other,0
33451,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1806,2,-1,0,success,1
33452,34,management,single,primary,no,250,no,no,cellular,26,aug,1244,2,-1,0,unknown,1
33453,34,management,single,tertiary,no,250,no,no,cellular,26,aug,813,2,-1,0,unknown,1
33454,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1789,2,-1,0,unknown,1
33455,34,management,single,tertiary,no,250,no,no,cellular,26,aug,1376,2,-1,0,unknown,1
33456,41,management,married,secondary,no,0,no,no,cellular,21,nov,2241,1,-1,0,unknown,1
33457,41,management,single,secondary,no,0,no,no,cellular,21,nov,624,1,397,0,unknown,0
33458,41,management,married,secondary,no,0,no,no,cellular,21,mar,951,1,-1,0,unknown,1
33459,41,management,married,secondary,no,0,no,no,cellular,21,mar,624,1,-1,38,unknown,1
33460,41,management,married,secondary,no,7485,no,no,cellular,21,nov,624,1,-1,0,success,1
33461,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1540,4,-1,0,unknown,1
33462,34,technician,married,secondary,no,268,no,no,cellular,11,aug,1555,4,-1,0,unknown,1
33463,34,technician,married,secondary,no,66258,no,no,cellular,11,aug,1134,4,-1,0,unknown,1
33464,34,technician,married,secondary,no,268,no,no,cellular,11,sep,1880,4,-1,0,unknown,1
33465,34,technician,married,secondary,no,268,no,no,cellular,11,aug,741,4,93,0,unknown,1
33466,43,admin.,single,secondary,no,35,no,no,cellular,9,nov,957,1,-1,0,unknown,1
33467,43,self-employed,single,secondary,no,35,no,no,telephone,9,mar,208,1,-1,0,unknown,1
33468,43,admin.,single,secondary,no,35,no,no,telephone,9,feb,1491,1,-1,0,unknown,1
33469,43,admin.,single,secondary,no,35,no,no,cellular,9,mar,208,1,-1,0,unknown,1
33470,43,student,single,secondary,no,35,no,no,telephone,9,oct,208,1,-1,0,unknown,1
33471,49,blue-collar,divorced,secondary,no,10613,no,yes,telephone,23,feb,1226,1,-1,0,unknown,0
33472,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,664,43,-1,0,unknown,0
33473,49,blue-collar,divorced,secondary,no,10613,no,yes,unknown,4,feb,1226,1,266,0,unknown,0
33474,49,blue-collar,divorced,secondary,no,10613,no,yes,cellular,4,feb,363,1,-1,37,unknown,0
33475,49,blue-collar,divorced,secondary,no,30616,no,yes,cellular,4,feb,617,1,-1,0,unknown,0
33476,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1387,2,-1,0,unknown,1
33477,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,aug,1257,2,-1,28,unknown,1
33478,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,dec,965,2,-1,0,unknown,1
33479,46,technician,divorced,secondary,yes,-11,no,no,cellular,11,feb,1992,2,-1,0,unknown,1
