,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
1099,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,own,1,skilled employee/official,0 to 2,no,no,0
1100,2,12,delay in paying off in the past,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
1101,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,car or other,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1102,1,15,critical account/other credits elsewhere,car (used),2186,unknown/no savings account,3,3,female : non-single or male : single,guarantor,0,unknown / no property,33,bank,for free,1,unskilled - resident,3 or more,yes (under customer name),no,0
1103,3,39,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,1,0,female : non-single or male : single,none,3,unknown / no property,33,bank,for free,1,unskilled - resident,3 or more,no,no,0
1104,1,72,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,3,3,female : non-single or male : single,none,0,unknown / no property,19,bank,for free,1,skilled employee/official,0 to 2,no,no,0
1105,0,24,all credits at this bank paid back duly,repairs,1927,unknown/no savings account,2,1,male : married/widowed,none,2,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1106,1,24,critical account/other credits elsewhere,repairs,1927,... >= 1000 DM,2,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1107,0,24,critical account/other credits elsewhere,repairs,12389,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,>= 6,skilled employee/official,0 to 2,yes (under customer name),no,0
1108,1,30,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : divorced/separated,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1109,1,60,no credits taken/all credits paid back duly,car (used),2799,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1110,1,48,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,3,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1111,1,36,all credits at this bank paid back duly,car (used),6187,... <  100 DM,3,1,female : single,none,0,building soc. savings agr./life insurance,23,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1112,1,72,all credits at this bank paid back duly,radio/television,6187,... <  100 DM,3,0,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1113,1,30,no credits taken/all credits paid back duly,repairs,6187,... <  100 DM,3,0,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1114,2,18,critical account/other credits elsewhere,car (used),3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,28,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1115,2,18,delay in paying off in the past,car (used),9157,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,20,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1116,2,18,delay in paying off in the past,car (used),3244,unknown/no savings account,2,1,female : non-single or male : single,none,0,building soc. savings agr./life insurance,22,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1117,1,42,all credits at this bank paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,29,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1118,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1119,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,0,3,female : non-single or male : single,none,0,real estate,39,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1120,2,7,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),yes,1
1121,2,6,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1122,0,48,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,4,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1123,1,24,critical account/other credits elsewhere,others,2325,... <  100 DM,3,0,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,own,1,skilled employee/official,0 to 2,no,no,0
1124,1,24,critical account/other credits elsewhere,others,2325,unknown/no savings account,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1125,1,24,critical account/other credits elsewhere,others,1056,... <  100 DM,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,own,1,skilled employee/official,0 to 2,no,no,0
1126,2,47,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,24,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1127,1,18,no credits taken/all credits paid back duly,repairs,15945,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
