,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
1299,2,72,all credits at this bank paid back duly,others,1995,... <  100 DM,1,0,female : single,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1300,2,12,no credits taken/all credits paid back duly,others,1995,... <  100 DM,1,0,female : non-single or male : single,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1301,1,15,no credits taken/all credits paid back duly,car (used),1344,... >= 1000 DM,3,3,female : non-single or male : single,none,3,unknown / no property,39,bank,for free,1,unskilled - resident,3 or more,no,no,0
1302,1,45,no credits taken/all credits paid back duly,car (used),12169,... >= 1000 DM,3,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,unskilled - resident,0 to 2,no,no,0
1303,2,24,critical account/other credits elsewhere,repairs,1927,... >= 1000 DM,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1304,3,24,all credits at this bank paid back duly,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,1,unemployed/unskilled - non-resident,3 or more,yes (under customer name),no,0
1305,1,9,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,female : non-single or male : single,none,0,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1306,1,60,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
1307,1,30,all credits at this bank paid back duly,car (used),6187,... <  100 DM,3,3,female : single,none,0,real estate,24,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1308,1,30,all credits at this bank paid back duly,car (new),6187,... <  100 DM,1,0,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1309,2,48,delay in paying off in the past,car (used),3244,unknown/no savings account,0,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1310,2,39,delay in paying off in the past,car (used),3244,unknown/no savings account,2,3,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1311,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1312,1,48,all credits at this bank paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1313,2,48,no credits taken/all credits paid back duly,retraining,484,... >= 1000 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1314,2,48,critical account/other credits elsewhere,retraining,15672,... >= 1000 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1315,1,24,critical account/other credits elsewhere,others,999,... <  100 DM,3,2,male : married/widowed,none,1,real estate,32,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1316,1,18,critical account/other credits elsewhere,others,2325,unknown/no savings account,3,2,male : married/widowed,none,1,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1317,2,39,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1318,1,47,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1319,3,18,critical account/other credits elsewhere,others,1961,unknown/no savings account,0,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1320,3,48,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,1,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1321,1,12,critical account/other credits elsewhere,others,1495,unknown/no savings account,4,0,male : married/widowed,none,3,unknown / no property,38,stores,rent,3-Feb,skilled employee/official,3 or more,no,no,0
1322,0,12,critical account/other credits elsewhere,others,1495,unknown/no savings account,1,0,male : married/widowed,none,3,unknown / no property,38,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1323,1,42,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,guarantor,2,car or other,26,stores,for free,1,unskilled - resident,3 or more,no,no,0
1324,1,42,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,none,2,car or other,26,stores,for free,1,unskilled - resident,3 or more,no,no,0
1325,3,60,no credits taken/all credits paid back duly,car (used),6527,... >= 1000 DM,2,0,male : married/widowed,none,0,real estate,34,stores,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1326,0,60,critical account/other credits elsewhere,others,6527,... <  100 DM,2,0,female : non-single or male : single,none,0,real estate,34,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1327,1,11,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,male : divorced/separated,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,no,1
1328,1,7,all credits at this bank paid back duly,car (new),6143,unknown/no savings account,4,0,female : non-single or male : single,none,0,real estate,58,stores,own,3-Feb,unskilled - resident,0 to 2,no,yes,0
1329,2,48,no credits taken/all credits paid back duly,others,8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1330,2,48,no credits taken/all credits paid back duly,car (used),8487,unknown/no savings account,3,3,female : non-single or male : single,none,2,building soc. savings agr./life insurance,24,none,rent,1,skilled employee/official,0 to 2,no,no,0
1331,1,47,no credits taken/all credits paid back duly,car (used),3021,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1332,1,47,no credits taken/all credits paid back duly,car (used),3021,unknown/no savings account,2,2,male : divorced/separated,none,2,unknown / no property,21,none,for free,1,unskilled - resident,0 to 2,no,no,0
1333,0,12,no credits taken/all credits paid back duly,car (used),2116,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,for free,1,unskilled - resident,0 to 2,no,no,1
1334,0,12,no credits taken/all credits paid back duly,car (used),1123,100 <= ... <  500 DM,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,29,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,1
1335,1,10,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,2,1,female : non-single or male : single,none,2,real estate,25,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1336,1,4,all credits at this bank paid back duly,repairs,8065,unknown/no savings account,3,1,female : non-single or male : single,none,2,real estate,25,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1337,2,24,critical account/other credits elsewhere,others,1201,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,none,for free,1,skilled employee/official,0 to 2,no,no,0
1338,2,24,no credits taken/all credits paid back duly,others,14782,unknown/no savings account,1,0,male : married/widowed,none,3,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,0
1339,1,10,delay in paying off in the past,car (used),2132,... >= 1000 DM,1,2,female : non-single or male : single,co-applicant,1,real estate,27,bank,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1340,1,48,all credits at this bank paid back duly,car (used),2132,... <  100 DM,1,2,female : non-single or male : single,guarantor,1,unknown / no property,27,stores,for free,3-Feb,skilled employee/official,0 to 2,no,yes,0
1341,2,6,delay in paying off in the past,repairs,1221,... >= 1000 DM,1,0,female : single,none,2,car or other,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1342,1,72,all credits at this bank paid back duly,car (used),1221,100 <= ... <  500 DM,2,3,female : single,co-applicant,2,car or other,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1343,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,38,none,rent,5-Apr,skilled employee/official,0 to 2,no,no,1
1344,2,9,no credits taken/all credits paid back duly,car (used),918,unknown/no savings account,2,0,female : non-single or male : single,none,3,car or other,45,none,own,1,skilled employee/official,0 to 2,no,no,1
1345,2,21,critical account/other credits elsewhere,car (used),1591,... <  100 DM,3,0,male : married/widowed,none,1,real estate,34,none,rent,3-Feb,manager/self-empl./highly qualif. employee,3 or more,no,no,0
1346,2,21,existing credits paid back duly till now,car (used),1591,unknown/no savings account,3,0,male : married/widowed,none,1,unknown / no property,34,bank,rent,>= 6,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1347,0,21,existing credits paid back duly till now,others,2993,unknown/no savings account,2,1,male : married/widowed,none,2,car or other,46,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1348,2,60,all credits at this bank paid back duly,car (new),2993,unknown/no savings account,2,1,male : married/widowed,co-applicant,2,unknown / no property,28,stores,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1349,1,15,critical account/other credits elsewhere,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,31,none,for free,3-Feb,skilled employee/official,0 to 2,no,no,0
1350,1,47,all credits at this bank paid back duly,furniture/equipment,1360,unknown/no savings account,2,0,male : married/widowed,none,2,car or other,31,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1351,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,bank,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1352,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,for free,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1353,0,18,critical account/other credits elsewhere,furniture/equipment,433,100 <= ... <  500 DM,0,1,female : non-single or male : single,co-applicant,0,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,0
1354,0,18,no credits taken/all credits paid back duly,furniture/equipment,433,unknown/no savings account,4,1,female : non-single or male : single,co-applicant,3,unknown / no property,22,none,for free,1,skilled employee/official,0 to 2,no,no,1
1355,0,72,existing credits paid back duly till now,vacation,3594,unknown/no savings account,1,3,female : non-single or male : single,none,2,car or other,19,none,own,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
1356,3,45,all credits at this bank paid back duly,car (new),3594,unknown/no savings account,1,2,female : non-single or male : single,none,2,car or other,19,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1357,1,36,all credits at this bank paid back duly,others,1842,unknown/no savings account,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),yes,1
1358,1,36,all credits at this bank paid back duly,others,1842,500 <= ... < 1000 DM,1,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,34,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1359,1,39,critical account/other credits elsewhere,retraining,1449,unknown/no savings account,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1360,2,60,no credits taken/all credits paid back duly,retraining,1449,unknown/no savings account,3,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,27,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1361,2,42,critical account/other credits elsewhere,retraining,5954,unknown/no savings account,0,2,female : non-single or male : single,none,3,unknown / no property,41,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1362,2,42,critical account/other credits elsewhere,retraining,1213,unknown/no savings account,3,2,female : non-single or male : single,none,3,unknown / no property,41,bank,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1363,2,18,no credits taken/all credits paid back duly,furniture/equipment,1444,... >= 1000 DM,1,0,female : non-single or male : single,none,3,car or other,23,none,for free,1,skilled employee/official,0 to 2,no,no,0
1364,2,15,no credits taken/all credits paid back duly,furniture/equipment,1444,unknown/no savings account,1,2,male : married/widowed,none,3,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,no,no,0
1365,0,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,48,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1366,0,36,no credits taken/all credits paid back duly,car (new),9398,unknown/no savings account,1,3,female : single,none,0,building soc. savings agr./life insurance,28,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),yes,0
1367,3,36,existing credits paid back duly till now,retraining,7980,... >= 1000 DM,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,27,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),yes,0
1368,3,36,existing credits paid back duly till now,retraining,7980,... >= 1000 DM,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,59,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
1369,2,45,no credits taken/all credits paid back duly,car (used),1768,unknown/no savings account,2,1,female : non-single or male : single,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1370,2,45,no credits taken/all credits paid back duly,car (used),1768,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,24,none,for free,1,unskilled - resident,0 to 2,no,no,0
1371,2,54,all credits at this bank paid back duly,car (new),7596,unknown/no savings account,4,3,female : single,co-applicant,0,building soc. savings agr./life insurance,63,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1372,2,54,all credits at this bank paid back duly,car (new),7596,unknown/no savings account,4,3,female : single,none,0,building soc. savings agr./life insurance,63,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
1373,1,24,no credits taken/all credits paid back duly,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,30,none,own,5-Apr,skilled employee/official,3 or more,yes (under customer name),no,1
1374,0,24,critical account/other credits elsewhere,car (used),3349,100 <= ... <  500 DM,1,0,male : married/widowed,none,0,real estate,30,none,for free,1,skilled employee/official,3 or more,yes (under customer name),no,1
1375,3,60,critical account/other credits elsewhere,others,13756,... >= 1000 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1376,1,60,delay in paying off in the past,others,13756,100 <= ... <  500 DM,4,2,male : married/widowed,none,0,real estate,63,bank,own,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1377,1,36,no credits taken/all credits paid back duly,furniture/equipment,2302,unknown/no savings account,2,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,31,none,rent,1,skilled employee/official,0 to 2,no,yes,0
1378,1,36,no credits taken/all credits paid back duly,furniture/equipment,2302,100 <= ... <  500 DM,4,0,male : divorced/separated,none,0,building soc. savings agr./life insurance,31,none,for free,1,skilled employee/official,0 to 2,no,no,0
1379,2,30,critical account/other credits elsewhere,retraining,2503,... <  100 DM,1,0,male : married/widowed,none,2,car or other,41,stores,rent,3-Feb,skilled employee/official,0 to 2,no,no,0
