,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
1183,1,27,existing credits paid back duly till now,retraining,2442,unknown/no savings account,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
1184,1,27,delay in paying off in the past,retraining,2442,unknown/no savings account,4,0,male : married/widowed,none,0,building soc. savings agr./life insurance,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
1185,1,18,no credits taken/all credits paid back duly,car (used),1553,unknown/no savings account,2,3,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,1
1186,1,18,critical account/other credits elsewhere,furniture/equipment,1553,unknown/no savings account,2,3,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1187,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,1,female : non-single or male : single,none,3,unknown / no property,37,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,1
1188,1,12,no credits taken/all credits paid back duly,others,1274,500 <= ... < 1000 DM,1,3,female : non-single or male : single,none,3,unknown / no property,37,bank,rent,1,unskilled - resident,0 to 2,no,no,1
1189,0,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,1,3,female : single,none,3,unknown / no property,64,none,for free,1,skilled employee/official,0 to 2,no,no,1
1190,2,12,no credits taken/all credits paid back duly,furniture/equipment,1534,unknown/no savings account,1,3,female : single,none,2,unknown / no property,39,none,for free,1,skilled employee/official,0 to 2,no,no,1
1191,0,54,no credits taken/all credits paid back duly,retraining,10207,unknown/no savings account,3,3,male : married/widowed,none,1,unknown / no property,74,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
1192,0,54,no credits taken/all credits paid back duly,retraining,3448,100 <= ... <  500 DM,0,3,male : married/widowed,none,0,unknown / no property,74,stores,rent,1,unskilled - resident,0 to 2,no,no,0
1193,2,24,no credits taken/all credits paid back duly,others,1285,... >= 1000 DM,3,0,female : non-single or male : single,none,0,real estate,55,none,for free,1,skilled employee/official,0 to 2,no,no,1
1194,1,24,no credits taken/all credits paid back duly,others,1285,... >= 1000 DM,0,2,female : non-single or male : single,none,0,real estate,32,none,for free,1,skilled employee/official,0 to 2,no,no,1
1195,2,54,delay in paying off in the past,retraining,15945,... >= 1000 DM,1,1,male : married/widowed,none,0,building soc. savings agr./life insurance,58,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1196,2,54,delay in paying off in the past,retraining,2944,... >= 1000 DM,1,1,male : married/widowed,none,0,real estate,58,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1197,2,5,critical account/other credits elsewhere,car (new),664,unknown/no savings account,2,3,female : non-single or male : single,none,1,building soc. savings agr./life insurance,26,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1198,0,8,no credits taken/all credits paid back duly,business,5248,... <  100 DM,2,3,female : non-single or male : single,none,1,real estate,26,none,for free,1,skilled employee/official,0 to 2,no,no,0
1199,1,28,no credits taken/all credits paid back duly,car (used),652,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,3 or more,no,no,0
1200,1,12,no credits taken/all credits paid back duly,car (used),10617,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,none,for free,>= 6,skilled employee/official,0 to 2,no,no,0
1201,0,18,existing credits paid back duly till now,car (used),1808,100 <= ... <  500 DM,3,0,female : non-single or male : single,none,3,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1202,0,18,no credits taken/all credits paid back duly,car (used),1808,unknown/no savings account,3,1,female : non-single or male : single,none,3,unknown / no property,22,none,rent,1,skilled employee/official,0 to 2,no,no,1
1203,1,4,no credits taken/all credits paid back duly,furniture/equipment,750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
1204,0,18,no credits taken/all credits paid back duly,car (new),750,unknown/no savings account,0,0,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
1205,1,39,delay in paying off in the past,others,1203,... <  100 DM,4,1,male : married/widowed,none,2,car or other,43,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1206,1,28,no credits taken/all credits paid back duly,others,1203,unknown/no savings account,4,1,male : married/widowed,none,2,car or other,43,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,0
1207,1,45,no credits taken/all credits paid back duly,car (new),7511,... >= 1000 DM,4,3,male : married/widowed,none,0,car or other,51,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,0
1208,1,18,no credits taken/all credits paid back duly,car (new),7511,... >= 1000 DM,4,3,male : married/widowed,none,0,unknown / no property,51,none,own,1,skilled employee/official,3 or more,yes (under customer name),yes,1
1209,3,36,no credits taken/all credits paid back duly,car (used),2186,100 <= ... <  500 DM,1,3,female : non-single or male : single,guarantor,1,unknown / no property,33,bank,for free,1,skilled employee/official,0 to 2,no,no,0
1210,1,15,critical account/other credits elsewhere,domestic appliances,783,... >= 1000 DM,2,3,female : non-single or male : single,none,0,real estate,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
1211,1,24,existing credits paid back duly till now,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,unknown / no property,75,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1212,1,33,existing credits paid back duly till now,vacation,6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1213,1,21,no credits taken/all credits paid back duly,others,1647,... >= 1000 DM,2,2,male : married/widowed,none,2,car or other,40,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1214,1,5,delay in paying off in the past,others,1647,... >= 1000 DM,2,0,male : married/widowed,none,2,car or other,40,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1215,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,2,building soc. savings agr./life insurance,35,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1216,0,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,2,building soc. savings agr./life insurance,35,bank,own,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1217,2,15,all credits at this bank paid back duly,furniture/equipment,15727,100 <= ... <  500 DM,2,0,female : single,co-applicant,2,car or other,47,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1218,2,15,all credits at this bank paid back duly,domestic appliances,13859,100 <= ... <  500 DM,2,2,female : single,none,2,real estate,47,none,rent,3-Feb,unskilled - resident,0 to 2,no,no,0
1219,0,12,no credits taken/all credits paid back duly,repairs,13370,... <  100 DM,1,2,male : married/widowed,none,3,car or other,45,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1220,1,36,all credits at this bank paid back duly,repairs,12599,100 <= ... <  500 DM,1,2,male : married/widowed,none,0,car or other,37,stores,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1221,2,6,existing credits paid back duly till now,retraining,6416,... >= 1000 DM,4,0,female : non-single or male : single,none,1,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,1
1222,2,15,no credits taken/all credits paid back duly,retraining,6416,unknown/no savings account,4,0,female : non-single or male : single,none,1,real estate,59,none,own,1,skilled employee/official,0 to 2,no,no,1
1223,3,4,all credits at this bank paid back duly,domestic appliances,1190,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
1224,1,18,all credits at this bank paid back duly,domestic appliances,1190,unknown/no savings account,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,yes (under customer name),no,1
1225,2,12,no credits taken/all credits paid back duly,domestic appliances,639,unknown/no savings account,2,0,male : married/widowed,guarantor,2,building soc. savings agr./life insurance,30,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1226,2,12,no credits taken/all credits paid back duly,retraining,639,unknown/no savings account,2,0,male : married/widowed,none,2,unknown / no property,30,none,rent,1,skilled employee/official,0 to 2,no,no,1
1227,0,12,no credits taken/all credits paid back duly,others,1386,100 <= ... <  500 DM,2,2,female : non-single or male : single,none,2,car or other,61,none,own,1,skilled employee/official,0 to 2,no,no,1
1228,0,12,no credits taken/all credits paid back duly,others,1386,100 <= ... <  500 DM,1,2,female : non-single or male : single,none,2,car or other,26,none,own,1,skilled employee/official,0 to 2,no,no,1
1229,0,30,critical account/other credits elsewhere,car (new),7485,... >= 1000 DM,3,0,female : non-single or male : single,none,3,unknown / no property,53,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1230,0,30,critical account/other credits elsewhere,car (new),7485,... >= 1000 DM,4,0,female : non-single or male : single,none,3,unknown / no property,53,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
1231,1,8,existing credits paid back duly till now,furniture/equipment,4370,unknown/no savings account,3,1,male : married/widowed,none,2,unknown / no property,26,bank,rent,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,1
1232,1,42,existing credits paid back duly till now,furniture/equipment,4370,unknown/no savings account,3,1,male : married/widowed,none,2,car or other,47,bank,rent,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,1
1233,1,24,no credits taken/all credits paid back duly,car (used),3552,unknown/no savings account,3,1,male : married/widowed,none,0,building soc. savings agr./life insurance,27,stores,rent,1,skilled employee/official,0 to 2,no,no,1
1234,2,24,critical account/other credits elsewhere,car (used),3552,500 <= ... < 1000 DM,3,1,male : married/widowed,none,0,building soc. savings agr./life insurance,27,bank,rent,1,skilled employee/official,0 to 2,no,no,1
1235,1,18,existing credits paid back duly till now,others,3509,unknown/no savings account,3,0,female : non-single or male : single,guarantor,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1236,1,18,critical account/other credits elsewhere,vacation,3509,unknown/no savings account,3,0,female : non-single or male : single,guarantor,3,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1237,3,36,all credits at this bank paid back duly,others,14258,100 <= ... <  500 DM,0,2,male : married/widowed,none,0,real estate,66,bank,own,5-Apr,unemployed/unskilled - non-resident,0 to 2,no,no,0
1238,3,54,all credits at this bank paid back duly,others,8578,100 <= ... <  500 DM,0,2,male : married/widowed,none,3,real estate,66,bank,own,5-Apr,unemployed/unskilled - non-resident,0 to 2,no,no,0
1239,1,12,no credits taken/all credits paid back duly,others,1228,unknown/no savings account,2,2,female : single,none,2,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,1
1240,1,12,no credits taken/all credits paid back duly,furniture/equipment,1228,500 <= ... < 1000 DM,2,0,female : non-single or male : single,none,2,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,1
1241,2,8,no credits taken/all credits paid back duly,car (used),1237,unknown/no savings account,2,1,female : non-single or male : single,none,0,unknown / no property,34,none,rent,1,skilled employee/official,0 to 2,no,no,0
1242,1,8,no credits taken/all credits paid back duly,car (used),1237,unknown/no savings account,2,1,female : non-single or male : single,none,0,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1243,0,18,all credits at this bank paid back duly,repairs,1864,... <  100 DM,2,0,female : non-single or male : single,none,2,real estate,30,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1244,0,18,all credits at this bank paid back duly,repairs,1864,... <  100 DM,2,0,female : non-single or male : single,none,2,unknown / no property,54,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1245,2,48,delay in paying off in the past,car (used),7119,... >= 1000 DM,2,1,male : married/widowed,none,0,real estate,53,none,own,3-Feb,skilled employee/official,3 or more,no,no,0
1246,0,48,all credits at this bank paid back duly,car (used),7119,unknown/no savings account,2,1,male : married/widowed,none,0,real estate,53,none,own,3-Feb,skilled employee/official,3 or more,no,no,1
1247,2,28,critical account/other credits elsewhere,furniture/equipment,1569,... <  100 DM,4,0,male : married/widowed,none,0,real estate,34,bank,rent,1,unskilled - resident,3 or more,no,no,0
1248,0,20,critical account/other credits elsewhere,furniture/equipment,14863,... <  100 DM,1,0,male : married/widowed,none,0,building soc. savings agr./life insurance,34,bank,rent,5-Apr,unskilled - resident,3 or more,no,no,0
1249,2,28,no credits taken/all credits paid back duly,car (used),14471,unknown/no savings account,1,1,female : non-single or male : single,none,3,unknown / no property,34,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1250,2,28,no credits taken/all credits paid back duly,car (used),3017,unknown/no savings account,1,1,female : non-single or male : single,none,3,unknown / no property,19,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1251,2,12,all credits at this bank paid back duly,others,691,unknown/no savings account,4,0,male : married/widowed,none,1,car or other,35,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1252,1,12,all credits at this bank paid back duly,others,691,unknown/no savings account,4,3,male : married/widowed,none,1,car or other,37,none,rent,3-Feb,skilled employee/official,0 to 2,no,no,1
1253,2,12,no credits taken/all credits paid back duly,business,685,unknown/no savings account,3,2,female : single,guarantor,1,building soc. savings agr./life insurance,25,bank,rent,1,unskilled - resident,0 to 2,no,no,1
