,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
887,1,27,critical account/other credits elsewhere,retraining,2442,unknown/no savings account,4,0,male : married/widowed,none,0,car or other,43,stores,rent,>= 6,manager/self-empl./highly qualif. employee,3 or more,yes (under customer name),no,0
888,1,5,critical account/other credits elsewhere,car (used),1553,500 <= ... < 1000 DM,2,0,male : married/widowed,none,1,building soc. savings agr./life insurance,44,bank,rent,1,skilled employee/official,0 to 2,no,no,1
889,1,12,no credits taken/all credits paid back duly,others,1274,unknown/no savings account,1,3,female : non-single or male : single,none,3,unknown / no property,37,bank,rent,1,skilled employee/official,0 to 2,no,no,1
890,2,12,all credits at this bank paid back duly,furniture/equipment,1534,unknown/no savings account,1,3,female : single,none,0,unknown / no property,23,none,for free,1,skilled employee/official,0 to 2,no,no,1
891,1,36,no credits taken/all credits paid back duly,retraining,15267,unknown/no savings account,3,3,male : married/widowed,none,0,unknown / no property,74,none,rent,1,unskilled - resident,3 or more,no,no,0
892,1,24,no credits taken/all credits paid back duly,others,1285,... >= 1000 DM,3,2,female : non-single or male : single,none,0,building soc. savings agr./life insurance,32,none,for free,1,skilled employee/official,0 to 2,no,no,1
893,2,54,delay in paying off in the past,retraining,1930,... >= 1000 DM,1,1,male : married/widowed,none,0,real estate,58,none,for free,>= 6,skilled employee/official,0 to 2,yes (under customer name),no,0
894,0,21,no credits taken/all credits paid back duly,radio/television,14708,unknown/no savings account,2,3,male : married/widowed,none,1,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,3 or more,no,no,0
895,1,12,no credits taken/all credits paid back duly,car (used),12135,unknown/no savings account,4,0,female : non-single or male : single,none,0,car or other,24,none,for free,1,skilled employee/official,0 to 2,no,no,0
896,3,18,existing credits paid back duly till now,car (used),1808,unknown/no savings account,3,0,female : non-single or male : single,none,3,unknown / no property,48,none,rent,1,skilled employee/official,0 to 2,no,no,1
897,1,18,no credits taken/all credits paid back duly,business,750,unknown/no savings account,0,3,female : non-single or male : single,none,3,unknown / no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,1
898,1,6,no credits taken/all credits paid back duly,others,7929,... <  100 DM,4,1,male : married/widowed,none,2,car or other,43,none,own,1,skilled employee/official,0 to 2,yes (under customer name),no,0
899,1,8,all credits at this bank paid back duly,car (new),7511,... >= 1000 DM,4,3,male : married/widowed,none,0,car or other,51,none,own,1,skilled employee/official,3 or more,yes (under customer name),no,1
900,1,48,no credits taken/all credits paid back duly,car (used),2186,unknown/no savings account,3,3,female : non-single or male : single,none,1,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
901,1,24,critical account/other credits elsewhere,car (new),6615,unknown/no savings account,0,2,male : married/widowed,none,0,real estate,75,none,own,3-Feb,unskilled - resident,0 to 2,yes (under customer name),no,0
902,1,21,existing credits paid back duly till now,others,1647,... >= 1000 DM,2,0,male : married/widowed,none,2,car or other,40,none,rent,3-Feb,unskilled - resident,3 or more,no,no,1
903,3,24,no credits taken/all credits paid back duly,furniture/equipment,2397,100 <= ... <  500 DM,4,1,male : married/widowed,none,2,building soc. savings agr./life insurance,35,bank,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,1
904,2,15,delay in paying off in the past,furniture/equipment,12751,100 <= ... <  500 DM,2,1,female : single,none,2,car or other,47,none,rent,3-Feb,unskilled - resident,3 or more,no,no,0
905,2,12,delay in paying off in the past,repairs,3565,... <  100 DM,1,2,male : married/widowed,none,3,car or other,31,none,rent,3-Feb,unskilled - resident,3 or more,no,no,0
906,2,48,all credits at this bank paid back duly,retraining,6416,... >= 1000 DM,4,0,female : non-single or male : single,none,1,real estate,59,none,for free,1,skilled employee/official,0 to 2,no,no,0
907,2,18,all credits at this bank paid back duly,domestic appliances,1190,... >= 1000 DM,0,2,female : non-single or male : single,none,0,real estate,55,none,own,5-Apr,unemployed/unskilled - non-resident,3 or more,no,no,1
908,2,12,no credits taken/all credits paid back duly,domestic appliances,6701,unknown/no savings account,2,0,male : married/widowed,none,2,building soc. savings agr./life insurance,30,none,rent,1,skilled employee/official,0 to 2,no,yes,1
909,0,12,no credits taken/all credits paid back duly,domestic appliances,1386,100 <= ... <  500 DM,2,2,female : single,none,2,car or other,26,none,rent,1,skilled employee/official,0 to 2,no,no,1
910,0,30,existing credits paid back duly till now,car (new),7485,... >= 1000 DM,3,0,female : non-single or male : single,none,3,unknown / no property,53,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,1
911,2,28,existing credits paid back duly till now,furniture/equipment,4370,unknown/no savings account,3,1,male : married/widowed,none,2,car or other,26,bank,rent,3-Feb,skilled employee/official,3 or more,yes (under customer name),no,1
912,1,8,critical account/other credits elsewhere,car (used),3552,unknown/no savings account,3,1,male : married/widowed,none,0,building soc. savings agr./life insurance,27,bank,rent,1,unskilled - resident,0 to 2,no,no,0
913,1,18,delay in paying off in the past,furniture/equipment,3509,unknown/no savings account,3,0,female : non-single or male : single,guarantor,3,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
914,3,48,all credits at this bank paid back duly,others,15570,100 <= ... <  500 DM,0,2,male : married/widowed,none,0,real estate,66,bank,own,5-Apr,unemployed/unskilled - non-resident,0 to 2,no,no,0
915,2,12,no credits taken/all credits paid back duly,others,1228,unknown/no savings account,2,0,female : non-single or male : single,none,2,unknown / no property,24,none,rent,1,unskilled - resident,0 to 2,no,no,0
