,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit
1099,2,12,critical account/other credits elsewhere,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,own,1,skilled employee/official,0 to 2,no,no,0
1100,2,60,all credits at this bank paid back duly,others,1995,... <  100 DM,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,for free,1,skilled employee/official,0 to 2,no,no,0
1101,2,30,all credits at this bank paid back duly,others,1995,unknown/no savings account,1,0,male : married/widowed,none,3,building soc. savings agr./life insurance,27,none,rent,1,skilled employee/official,0 to 2,no,no,0
1102,1,15,no credits taken/all credits paid back duly,car (used),590,... >= 1000 DM,3,3,female : non-single or male : single,none,0,real estate,33,bank,for free,1,skilled employee/official,0 to 2,no,no,0
1103,3,15,critical account/other credits elsewhere,car (used),662,... >= 1000 DM,3,3,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,3 or more,no,no,0
1104,2,72,no credits taken/all credits paid back duly,car (used),2186,... >= 1000 DM,1,0,female : non-single or male : single,none,0,unknown / no property,33,bank,for free,1,unskilled - resident,0 to 2,no,no,0
1105,1,24,all credits at this bank paid back duly,repairs,1927,unknown/no savings account,2,1,female : non-single or male : single,none,2,unknown / no property,22,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1106,2,24,critical account/other credits elsewhere,repairs,1927,100 <= ... <  500 DM,4,0,female : non-single or male : single,none,2,building soc. savings agr./life insurance,33,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1107,0,24,critical account/other credits elsewhere,repairs,7174,unknown/no savings account,2,1,female : non-single or male : single,none,2,car or other,33,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1108,1,48,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,4,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,skilled employee/official,0 to 2,no,no,0
1109,1,47,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,for free,1,skilled employee/official,0 to 2,no,no,0
1110,1,42,no credits taken/all credits paid back duly,car (used),2136,unknown/no savings account,2,1,male : married/widowed,none,2,unknown / no property,25,none,rent,1,unemployed/unskilled - non-resident,0 to 2,no,no,0
1111,1,72,all credits at this bank paid back duly,repairs,6187,... <  100 DM,0,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,1,skilled employee/official,0 to 2,no,no,0
1112,1,47,delay in paying off in the past,business,6187,... <  100 DM,3,3,female : single,none,0,building soc. savings agr./life insurance,24,none,for free,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1113,1,30,all credits at this bank paid back duly,repairs,6187,... <  100 DM,1,3,female : single,none,0,unknown / no property,24,none,for free,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1114,2,18,critical account/other credits elsewhere,car (used),3244,unknown/no savings account,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1115,2,48,delay in paying off in the past,car (used),3244,unknown/no savings account,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1116,2,60,delay in paying off in the past,car (used),3244,unknown/no savings account,2,0,female : non-single or male : single,none,0,building soc. savings agr./life insurance,33,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1117,1,47,all credits at this bank paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,none,own,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1118,1,48,all credits at this bank paid back duly,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,34,none,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1119,1,6,critical account/other credits elsewhere,others,860,unknown/no savings account,4,3,female : non-single or male : single,none,0,real estate,39,bank,rent,3-Feb,skilled employee/official,0 to 2,yes (under customer name),no,0
1120,2,7,no credits taken/all credits paid back duly,retraining,1559,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1121,2,12,no credits taken/all credits paid back duly,retraining,15672,unknown/no savings account,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,61,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1122,2,48,no credits taken/all credits paid back duly,retraining,1867,... >= 1000 DM,2,2,male : married/widowed,none,2,building soc. savings agr./life insurance,23,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,1
1123,1,24,critical account/other credits elsewhere,others,2325,... <  100 DM,3,2,male : married/widowed,none,1,car or other,32,bank,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1124,1,24,critical account/other credits elsewhere,others,2325,... <  100 DM,3,2,male : married/widowed,none,1,car or other,21,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1125,1,24,critical account/other credits elsewhere,others,2325,... <  100 DM,1,2,male : married/widowed,none,1,car or other,32,bank,rent,1,skilled employee/official,0 to 2,no,no,0
1126,2,18,critical account/other credits elsewhere,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1127,3,18,no credits taken/all credits paid back duly,others,15945,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1128,1,42,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,2,2,female : single,none,2,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,0
1129,3,45,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,unskilled - resident,0 to 2,no,no,0
1130,3,18,delay in paying off in the past,others,1240,unknown/no savings account,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1131,3,36,no credits taken/all credits paid back duly,others,1961,unknown/no savings account,4,1,female : non-single or male : single,none,2,building soc. savings agr./life insurance,23,none,rent,3-Feb,manager/self-empl./highly qualif. employee,0 to 2,no,no,0
1132,1,12,critical account/other credits elsewhere,others,1495,unknown/no savings account,4,0,male : married/widowed,co-applicant,3,unknown / no property,56,none,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1133,0,54,all credits at this bank paid back duly,others,1495,unknown/no savings account,0,0,male : married/widowed,none,3,unknown / no property,19,none,rent,3-Feb,unemployed/unskilled - non-resident,3 or more,no,no,0
1134,0,27,all credits at this bank paid back duly,others,1495,unknown/no savings account,0,0,male : married/widowed,none,3,unknown / no property,38,bank,rent,3-Feb,unskilled - resident,3 or more,no,no,0
1135,1,27,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,guarantor,2,unknown / no property,26,stores,for free,1,unskilled - resident,3 or more,no,no,0
1136,2,26,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,guarantor,2,unknown / no property,26,stores,rent,1,unskilled - resident,3 or more,yes (under customer name),no,0
1137,3,20,critical account/other credits elsewhere,others,783,... >= 1000 DM,2,3,male : married/widowed,guarantor,2,unknown / no property,26,bank,rent,1,unskilled - resident,3 or more,no,no,0
1138,0,60,no credits taken/all credits paid back duly,others,1331,100 <= ... <  500 DM,2,0,male : married/widowed,none,0,real estate,34,stores,own,1,skilled employee/official,3 or more,yes (under customer name),no,0
1139,0,60,no credits taken/all credits paid back duly,others,6527,unknown/no savings account,2,0,male : married/widowed,none,0,real estate,34,stores,own,1,unskilled - resident,3 or more,yes (under customer name),no,0
