,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1160030,96396,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1160031,0,0.0,g,f,61,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1160032,0,560.0,s,f,51,t,f,16.5,v,e,g,u,0.04,41.0,b,0
1160033,47431,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1160034,0,204.0,g,f,6,t,f,4.25,v,m,g,u,18.99,33.58,b,0
1160035,51842,300.0,g,t,0,f,f,0.375,v,cc,g,u,0.375,33.67,a,0
1160036,4208,100.0,g,t,49,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
1160037,43126,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
1160038,5800,400.0,g,t,0,f,f,11.3,v,w,g,u,2.04,37.42,b,0
1160039,55524,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1160040,13212,0.0,g,f,30,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1160041,46453,120.0,g,f,0,f,t,0.125,ff,ff,p,u,0.585,23.58,a,1
1160042,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,28.29,b,0
1160043,456,0.0,g,f,11,t,f,2.0,v,c,g,u,1.0,36.0,b,0
1160044,690,352.0,s,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
1160045,7592,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
1160046,284,290.0,g,t,11,t,f,2.125,h,w,g,u,15.84,23.08,b,0
1160047,300,160.0,g,t,0,f,f,0.835,v,q,p,y,11.625,23.33,b,0
1160048,84404,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1160049,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,15.5,41.58,a,1
1160050,0,0.0,s,t,0,f,t,0.585,v,d,g,u,2.09,30.75,b,1
1160051,0,34.8,g,f,0,f,f,2.585,h,c,p,y,2.54,22.67,b,0
1160052,0,360.0,g,t,0,f,t,10.4,bb,m,g,u,4.0,32.08,b,0
1160053,484,80.0,g,f,0,f,t,0.29,h,i,g,u,5.415,47.82,a,1
1160054,36454,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,34.0,b,1
1160055,2954,1034.0,g,f,7,t,f,1.46,h,w,g,u,6.5,19.42,b,0
1160056,0,0.0,g,f,0,f,f,0.0,h,e,g,u,9.96,20.25,b,0
1160057,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,19.6,25.83,b,1
1160058,0,360.0,g,f,0,f,f,0.875,h,x,g,u,4.45,25.17,a,0
1160059,2197,252.0,g,t,0,f,t,4.0,ff,i,g,u,0.335,57.08,a,1
