,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1960050,0,228.0,g,f,31,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1960051,64819,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1960052,0,560.0,s,t,1,f,f,0.04,v,e,g,u,0.04,41.0,b,0
1960053,3289,163.0,g,t,8,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1960054,0,204.0,s,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1960055,44,300.0,g,t,0,t,f,0.375,v,cc,g,u,0.375,33.67,a,0
1960056,4208,100.0,g,t,0,f,t,0.085,ff,i,g,u,2.5,23.08,b,1
1960057,51103,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
1960058,5800,1188.4,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
1960059,17,0.0,g,t,0,f,t,1.25,h,i,p,y,12.5,26.17,b,1
1960060,13212,0.0,g,f,0,f,f,15.6,z,e,p,y,15.0,28.08,a,0
1960061,25708,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1960062,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,8.95,27.75,b,0
1960063,456,0.0,g,f,11,t,f,9.6,v,c,g,u,1.0,36.0,a,0
1960064,690,352.0,g,t,5,t,f,1.75,v,c,g,u,0.75,14.41,b,0
1960065,600,40.0,g,t,6,t,f,1.625,h,w,g,u,9.5,18.83,a,0
1960066,284,290.0,g,t,11,t,f,2.125,h,w,g,u,11.5,23.08,b,0
1960067,300,160.0,g,t,0,f,f,0.835,v,w,gg,y,11.625,23.33,b,0
1960068,50,80.0,g,t,31,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
1960069,237,240.0,g,f,0,f,t,0.665,v,aa,g,u,17.58,41.58,a,1
1960070,0,0.0,g,t,0,f,t,0.585,v,d,g,u,1.585,30.75,b,1
1960071,0,0.0,g,f,0,f,f,2.585,h,c,p,y,2.54,26.61,b,0
1960072,0,360.0,p,t,0,f,f,2.5,v,m,g,u,4.0,32.08,b,0
1960073,484,80.0,g,f,0,f,t,0.29,o,i,g,u,5.415,19.17,a,1
1960074,74719,240.0,g,t,0,f,t,1.0,v,aa,g,u,4.5,60.03,b,1
1960075,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,6.5,38.43,b,0
1960076,0,0.0,s,f,0,f,f,0.0,dd,e,g,u,9.96,20.25,b,0
1960077,2,0.0,g,f,0,f,t,0.5,v,cc,g,u,12.835,72.89,b,1
1960078,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.17,a,0
1960079,2197,252.0,g,t,0,t,t,1.0,bb,i,p,u,0.335,57.08,a,1
1960080,0,399.0,g,t,14,t,f,10.0,h,cc,g,u,5.875,18.65,b,0
1960081,0,461.7,g,f,0,f,f,1.335,h,q,g,u,10.5,22.67,b,0
1960082,245,120.0,g,f,10,t,f,9.3,v,q,g,u,5.875,23.25,a,0
1960083,1,45.0,g,f,4,t,t,1.4,ff,ff,p,y,0.0,19.0,b,1
1960084,67078,145.0,g,f,0,f,t,0.0,ff,ff,g,u,0.585,50.75,b,1
1960085,0,144.0,s,t,0,f,t,10.6,v,i,g,u,0.415,22.5,a,1
1960086,25036,200.0,g,t,1,t,t,2.0,ff,ff,p,y,13.5,25.25,a,1
1960087,0,368.0,s,f,66,f,t,14.3,v,m,g,u,1.5,27.67,a,1
1960088,74614,80.0,g,f,0,f,t,0.415,ff,ff,g,u,10.29,18.58,b,1
1960089,16056,112.0,g,t,0,f,t,2.335,v,c,p,y,1.75,19.0,b,1
1960090,2,0.0,g,t,9,f,t,2.5,v,c,p,y,2.5,33.25,a,1
1960091,68,100.0,g,t,46,f,t,0.5,v,i,g,u,11.5,21.5,b,1
1960092,76073,1006.0,g,t,0,f,t,7.5,v,aa,g,u,2.5,31.83,b,1
1960093,0,300.0,s,f,11,f,f,0.835,v,c,g,u,1.0,23.25,b,0
1960094,92566,200.0,g,t,0,f,t,1.165,v,w,g,u,14.94,36.33,b,1
1960095,150,100.0,g,f,1,f,f,2.25,v,c,g,u,1.835,20.42,b,0
1960096,3065,0.0,g,f,7,f,f,5.0,v,c,g,u,5.0,40.58,b,0
1960097,1,120.0,g,f,28,t,t,0.165,h,w,g,u,10.0,17.58,b,1
1960098,0,260.0,g,t,0,f,f,0.125,h,q,g,u,1.54,59.67,b,0
1960099,18,120.0,g,f,0,f,t,1.0,ff,c,g,u,0.375,15.75,a,1
