,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
11960300,0,228.0,g,f,9,f,t,0.5,h,d,g,u,13.0,29.25,b,1
11960301,0,0.0,g,f,0,f,t,0.04,n,m,p,y,0.04,31.83,b,1
11960302,0,560.0,s,f,33,t,f,0.2,v,e,g,u,0.04,41.0,b,0
11960303,0,163.0,g,t,41,f,t,10.1,bb,w,g,u,1.75,34.25,b,1
11960304,0,1561.2,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
11960305,44,300.0,g,f,0,f,f,0.375,v,i,g,l,0.375,33.67,a,0
11960306,4208,100.0,g,t,5,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
11960307,210,1222.8,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
11960308,5800,400.0,g,t,0,f,f,0.04,v,w,g,y,2.04,37.42,b,0
11960309,87475,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
11960310,13212,0.0,g,f,48,f,f,0.0,z,e,p,y,15.0,28.08,a,0
11960311,38095,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,0
11960312,500,260.0,g,f,2,t,f,0.5,v,cc,p,y,0.585,27.75,b,0
11960313,456,0.0,g,f,11,t,f,0.7,v,c,g,u,1.0,36.0,a,0
11960314,690,842.3,g,t,5,t,f,1.75,v,c,g,u,0.75,16.08,b,0
11960315,600,40.0,g,t,6,t,f,1.625,v,w,g,u,6.11,18.83,a,0
11960316,284,290.0,g,t,11,t,f,2.125,h,aa,g,u,11.5,23.08,b,0
11960317,300,160.0,g,t,0,t,f,0.835,v,w,p,y,11.625,23.33,b,0
11960318,50,80.0,g,t,1,t,f,5.4,h,cc,g,u,10.335,20.75,a,0
11960319,78184,240.0,g,f,0,f,t,0.665,v,aa,g,u,1.04,41.58,a,1
11960320,0,0.0,s,t,0,f,t,0.585,v,d,g,u,1.585,48.05,b,1
11960321,74458,0.0,g,f,0,f,f,2.585,h,c,p,y,2.54,22.67,b,0
11960322,84962,360.0,g,t,0,f,f,2.5,v,m,g,u,4.0,32.08,b,0
11960323,484,80.0,g,f,0,f,t,0.29,h,cc,g,u,5.415,19.17,a,1
11960324,0,240.0,g,t,33,f,t,1.0,v,m,g,u,4.5,34.0,b,1
11960325,2954,80.0,g,f,7,t,f,1.46,h,w,g,u,24.44,19.42,b,0
11960326,0,0.0,g,f,0,f,f,0.0,dd,q,g,u,9.96,20.25,b,0
11960327,2,0.0,p,f,0,f,t,0.5,v,cc,g,u,12.835,25.83,b,1
11960328,0,360.0,g,f,0,f,f,0.875,h,x,g,u,2.875,25.22,a,0
11960329,2197,252.0,g,t,22,t,t,1.0,bb,i,g,u,0.335,57.08,a,1
11960330,0,399.0,g,t,14,t,f,10.0,h,cc,g,u,18.33,39.33,b,0
11960331,0,100.0,g,f,0,f,f,1.335,h,c,g,u,10.5,22.67,b,0
