,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
7960400,45167,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
7960401,0,228.0,g,f,0,f,t,0.5,h,d,gg,u,13.0,29.25,b,1
7960402,0,0.0,g,f,0,t,t,0.04,v,m,p,y,0.04,31.83,b,1
7960403,0,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,35.57,b,1
7960404,0,560.0,s,f,1,t,f,4.0,v,e,g,u,0.04,41.0,b,0
7960405,0,560.0,s,f,1,t,t,0.04,v,ff,g,u,0.04,41.0,b,0
7960406,36723,163.0,g,t,45,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
7960407,13153,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
7960408,0,591.5,g,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
7960409,0,204.0,g,f,6,t,f,4.25,j,m,g,u,2.75,33.58,b,0
7960410,44,300.0,g,f,0,f,f,0.375,v,aa,g,u,15.5,33.67,a,0
7960411,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,0.375,18.49,a,0
7960412,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,a,1
7960413,4208,100.0,p,t,0,f,t,0.085,ff,ff,g,u,2.5,23.08,b,1
7960414,9753,140.0,p,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
7960415,32108,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
7960416,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,40.07,b,0
7960417,5800,400.0,g,t,0,f,f,12.5,v,w,g,u,2.04,37.42,b,0
7960418,17,0.0,g,t,0,f,t,1.25,h,k,gg,y,12.5,26.17,b,1
7960419,38506,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
7960420,59221,0.0,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
7960421,13212,0.0,g,f,0,f,f,0.0,z,e,gg,y,15.0,28.08,a,0
7960422,82295,120.0,g,f,61,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
7960423,97649,120.0,g,f,0,f,t,0.125,j,ff,p,y,0.585,23.58,a,1
7960424,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,53.82,b,0
7960425,41093,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
7960426,456,0.0,g,f,52,t,f,2.0,v,c,g,u,1.0,36.0,a,0
7960427,456,0.0,g,f,11,t,f,9.1,v,c,g,u,1.0,36.0,a,0
7960428,690,352.0,g,t,5,t,f,1.75,v,c,g,u,9.25,16.08,b,0
7960429,690,352.0,g,t,5,f,f,1.75,v,c,g,u,0.75,16.08,b,0
7960430,600,40.0,g,t,6,t,f,1.625,v,w,g,u,5.32,18.83,a,0
7960431,858,40.0,g,t,6,t,f,1.625,v,w,g,u,9.5,18.83,a,0
7960432,284,290.0,g,t,11,t,f,9.9,h,w,g,u,11.5,23.08,b,0
7960433,284,290.0,g,t,11,t,f,2.125,v,w,g,u,11.5,23.08,b,0
7960434,300,160.0,g,t,0,f,t,0.835,v,ff,p,y,9.91,23.33,b,0
7960435,300,160.0,g,t,49,f,f,0.835,v,w,p,y,11.625,23.33,b,0
7960436,26243,80.0,g,t,1,t,f,0.335,h,cc,g,u,10.335,20.75,a,0
7960437,50,80.0,g,t,1,t,f,9.6,h,cc,g,u,10.335,20.75,a,0
