,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1560120,0,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,a,1
1560121,0,228.0,g,f,0,f,t,0.5,h,d,g,u,9.13,29.25,b,0
1560122,0,228.0,g,f,21,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1560123,39460,0.0,g,f,0,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1560124,0,0.0,g,f,42,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1560125,0,0.0,g,f,0,f,t,0.04,v,q,p,y,0.04,31.83,b,1
1560126,18099,386.0,s,f,1,t,f,0.04,v,e,g,u,0.04,41.0,b,0
1560127,0,560.0,g,f,1,t,f,0.04,v,e,g,u,21.37,41.0,b,0
1560128,0,560.0,s,f,1,t,f,0.04,v,e,g,u,6.3,26.48,b,0
1560129,0,163.0,g,t,15,t,t,0.25,bb,w,g,u,1.75,34.25,b,1
1560130,15098,163.0,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1560131,19692,163.0,g,t,0,f,t,0.25,bb,aa,g,u,1.75,34.25,b,1
1560132,0,204.0,g,f,6,t,f,4.25,j,m,g,u,2.75,33.58,b,0
1560133,0,204.0,g,f,52,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1560134,0,204.0,g,f,6,t,f,4.25,v,m,gg,u,2.75,33.58,b,0
1560135,44,300.0,g,f,0,f,f,0.375,v,cc,g,u,13.74,33.67,a,0
1560136,44,300.0,g,f,48,f,f,0.375,v,x,g,u,0.375,33.67,a,0
1560137,44,300.0,g,f,0,f,f,0.375,v,c,g,u,0.375,33.67,b,0
1560138,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,y,2.5,23.08,b,1
1560139,4208,100.0,g,t,0,f,t,0.085,ff,d,g,u,2.5,23.08,b,1
1560140,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,2.5,51.58,b,1
1560141,59539,140.0,g,t,3,t,t,1.375,h,c,p,u,1.25,20.67,b,1
1560142,210,140.0,g,f,3,t,t,1.375,h,c,g,y,1.25,20.67,b,1
1560143,6655,140.0,g,t,3,t,t,1.375,h,c,p,y,1.25,20.67,b,1
1560144,5800,400.0,g,t,0,f,f,0.04,v,w,g,l,2.04,37.42,b,0
1560145,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
1560146,5800,836.4,g,t,0,f,f,0.04,v,w,g,u,2.04,37.42,b,0
1560147,6095,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1560148,8614,0.0,g,t,0,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1560149,17,0.0,g,t,0,f,t,1.25,h,k,gg,y,12.5,26.17,b,1
1560150,13212,1343.0,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1560151,13212,0.0,g,f,0,f,f,0.0,bb,e,p,y,15.0,28.08,a,0
1560152,13212,0.0,g,f,0,f,f,0.0,n,e,p,y,15.0,28.08,a,0
1560153,90247,120.0,g,f,0,f,t,0.125,ff,ff,p,l,0.585,23.58,a,0
1560154,82100,120.0,g,f,0,f,t,0.125,ff,ff,p,y,0.585,65.57,a,1
1560155,9041,120.0,g,f,0,f,t,0.125,ff,ff,p,u,0.585,23.58,a,1
1560156,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,21.28,27.75,b,0
1560157,500,260.0,g,f,2,t,f,0.25,v,cc,p,y,14.38,27.75,b,0
1560158,500,260.0,p,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
