,A15,A14,A13,A12,A11,A10,A9,A8,A7,A6,A5,A4,A3,A2,A1,A16
1560080,95507,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1560081,90314,228.0,g,f,0,f,t,0.5,h,d,g,u,13.0,29.25,b,1
1560082,0,0.0,g,f,22,f,t,0.04,v,m,p,y,0.04,31.83,b,1
1560083,0,0.0,g,f,0,f,t,0.04,v,m,gg,y,0.04,31.83,b,1
1560084,0,560.0,s,f,1,f,f,0.04,v,e,g,y,0.04,41.0,b,0
1560085,0,560.0,p,f,41,t,f,0.04,v,e,g,u,0.04,41.0,b,0
1560086,61751,304.5,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1560087,24866,835.4,g,t,0,f,t,0.25,bb,w,g,u,1.75,34.25,b,1
1560088,0,204.0,g,f,6,t,f,4.25,z,m,g,u,2.75,33.58,b,0
1560089,0,204.0,s,f,6,t,f,4.25,v,m,g,u,2.75,33.58,b,0
1560090,44,300.0,g,f,0,f,f,1.8,v,cc,g,u,0.375,33.67,a,0
1560091,44,300.0,g,f,0,t,f,0.375,v,cc,p,u,0.375,33.67,a,0
1560092,4208,100.0,g,t,0,f,t,0.085,ff,ff,g,u,4.4,23.08,b,1
1560093,4208,100.0,g,t,0,f,t,7.0,ff,ff,g,u,2.5,23.08,b,1
1560094,210,140.0,g,t,3,t,t,1.375,h,q,p,y,19.0,20.67,b,1
1560095,16363,140.0,g,t,3,t,t,1.375,h,c,p,y,17.25,20.67,b,1
1560096,5800,400.0,g,t,0,f,f,0.04,v,w,g,y,2.04,37.42,b,0
1560097,5800,400.0,g,t,0,f,f,0.04,v,w,g,u,2.04,74.06,b,0
1560098,17,0.0,g,t,0,f,t,1.25,h,w,p,y,12.5,26.17,b,1
1560099,17,0.0,g,t,49,f,t,1.25,h,k,p,y,12.5,26.17,b,1
1560100,13212,1253.8,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1560101,13212,1067.8,g,f,0,f,f,0.0,z,e,p,y,15.0,28.08,a,0
1560102,62887,120.0,g,f,0,f,t,0.125,ff,ff,p,u,0.585,23.58,a,1
1560103,91549,901.4,g,f,0,f,t,0.125,ff,ff,p,y,0.585,23.58,a,1
1560104,41580,260.0,g,f,2,t,f,0.25,v,cc,p,y,0.585,27.75,b,0
